Train Accuracies:
0     0.524369
1     0.712753
2     0.756439
3     0.783460
4     0.798485
5     0.811995
6     0.829672
7     0.840657
8     0.845581
9     0.872854
10    0.887500
11    0.889773
12    0.889520
13    0.903788
14    0.914141
15    0.919318
16    0.918434
17    0.934722
18    0.935480
19    0.937753
20    0.937626
21    0.946591
22    0.939899
23    0.944571
24    0.947475
25    0.952020
26    0.949369
27    0.948611
28    0.950758
29    0.951768
30    0.950253
31    0.956313
32    0.963510
33    0.952525
34    0.955429
35    0.963384
36    0.954545
37    0.962121
38    0.964015
39    0.962374
40    0.956187
41    0.967929
42    0.964394
43    0.967298
44    0.967045
45    0.957323
46    0.975379
47    0.966667
48    0.966919
49    0.965152

Validation Accuracies:
0     0.806061
1     0.845455
2     0.863636
3     0.857071
4     0.850505
5     0.883838
6     0.896970
7     0.829293
8     0.846465
9     0.922727
10    0.942424
11    0.934343
12    0.925758
13    0.953535
14    0.962121
15    0.969192
16    0.965657
17    0.937879
18    0.969192
19    0.933333
20    0.971212
21    0.964141
22    0.970202
23    0.976263
24    0.982323
25    0.987374
26    0.982828
27    0.976263
28    0.968182
29    0.972727
30    0.952020
31    0.982828
32    0.978788
33    0.930808
34    0.981313
35    0.980303
36    0.975758
37    0.979293
38    0.976768
39    0.978788
40    0.967677
41    0.970707
42    0.973232
43    0.985354
44    0.980303
45    0.975758
46    0.980808
47    0.973737
48    0.986364
49    0.925758

Train Losses:
0     1.147273
1     0.675351
2     0.589343
3     0.534399
4     0.501590
5     0.480327
6     0.443623
7     0.425934
8     0.408886
9     0.349823
10    0.322247
11    0.308107
12    0.295218
13    0.266223
14    0.253107
15    0.227513
16    0.228426
17    0.199059
18    0.192219
19    0.185811
20    0.181692
21    0.161712
22    0.175300
23    0.157940
24    0.148453
25    0.144754
26    0.150270
27    0.148608
28    0.140728
29    0.137684
30    0.145220
31    0.129133
32    0.113945
33    0.142696
34    0.130318
35    0.112626
36    0.136013
37    0.113670
38    0.107965
39    0.112469
40    0.130949
41    0.097424
42    0.104565
43    0.097172
44    0.103092
45    0.119554
46    0.075028
47    0.106965
48    0.096377
49    0.106921

Validation Losses:
0     0.521429
1     0.417550
2     0.367669
3     0.374982
4     0.369899
5     0.313260
6     0.269077
7     0.410728
8     0.377216
9     0.211808
10    0.167142
11    0.180573
12    0.183916
13    0.129113
14    0.105845
15    0.074070
16    0.093075
17    0.182815
18    0.077148
19    0.180696
20    0.077352
21    0.110411
22    0.078986
23    0.065064
24    0.050063
25    0.035705
26    0.052279
27    0.056497
28    0.088049
29    0.070249
30    0.140232
31    0.047631
32    0.058226
33    0.176237
34    0.050867
35    0.046933
36    0.065648
37    0.052124
38    0.046734
39    0.047446
40    0.086347
41    0.071419
42    0.074734
43    0.042386
44    0.053838
45    0.057536
46    0.062306
47    0.061693
48    0.039932
49    0.183694

