Train Accuracies:
0     0.513131
1     0.718813
2     0.761237
3     0.785101
4     0.800000
5     0.805177
6     0.819949
7     0.835227
8     0.849495
9     0.859848
10    0.862753
11    0.887753
12    0.888131
13    0.904167
14    0.920076
15    0.914773
16    0.918561
17    0.915404
18    0.928788
19    0.936111
20    0.937247
21    0.944318
22    0.938763
23    0.945455
24    0.953662
25    0.947980
26    0.951768
27    0.953409
28    0.951768
29    0.950505
30    0.960227
31    0.959091
32    0.956566
33    0.964141
34    0.954672
35    0.959217
36    0.966035
37    0.964520
38    0.962879
39    0.957702
40    0.960101
41    0.971338
42    0.966919
43    0.961237
44    0.970202
45    0.968687
46    0.970076
47    0.964646
48    0.966288
49    0.973232

Validation Accuracies:
0     0.821717
1     0.845455
2     0.862121
3     0.868687
4     0.887374
5     0.862121
6     0.887374
7     0.908586
8     0.911111
9     0.874747
10    0.920707
11    0.930808
12    0.942424
13    0.967172
14    0.949495
15    0.966667
16    0.919697
17    0.925253
18    0.971212
19    0.979798
20    0.959596
21    0.977273
22    0.965152
23    0.974747
24    0.981313
25    0.968182
26    0.965657
27    0.974747
28    0.963131
29    0.979798
30    0.948485
31    0.978788
32    0.983838
33    0.979293
34    0.983333
35    0.987374
36    0.985354
37    0.978788
38    0.985859
39    0.984343
40    0.967172
41    0.988384
42    0.975758
43    0.974747
44    0.981313
45    0.987374
46    0.982828
47    0.986364
48    0.972222
49    0.990404

Train Losses:
0     1.171760
1     0.671097
2     0.581562
3     0.537868
4     0.507912
5     0.486765
6     0.466191
7     0.429987
8     0.400482
9     0.378924
10    0.362369
11    0.303893
12    0.312799
13    0.275321
14    0.237511
15    0.238934
16    0.243433
17    0.237643
18    0.204472
19    0.185694
20    0.189871
21    0.166047
22    0.182017
23    0.162724
24    0.142178
25    0.159356
26    0.144110
27    0.138749
28    0.135362
29    0.138503
30    0.120894
31    0.129400
32    0.132091
33    0.104973
34    0.135641
35    0.119238
36    0.101160
37    0.111370
38    0.107769
39    0.127724
40    0.121849
41    0.090771
42    0.106832
43    0.114740
44    0.088914
45    0.093620
46    0.092254
47    0.110912
48    0.099694
49    0.080538

Validation Losses:
0     0.516725
1     0.387661
2     0.364354
3     0.345648
4     0.300307
5     0.365581
6     0.294790
7     0.237894
8     0.237299
9     0.315008
10    0.212711
11    0.188705
12    0.151695
13    0.110574
14    0.129790
15    0.082986
16    0.197942
17    0.221265
18    0.077118
19    0.064300
20    0.110582
21    0.058631
22    0.077761
23    0.063741
24    0.051965
25    0.085416
26    0.095326
27    0.065425
28    0.104829
29    0.047921
30    0.132764
31    0.059509
32    0.045203
33    0.049777
34    0.040193
35    0.042256
36    0.032868
37    0.052871
38    0.044061
39    0.042563
40    0.086264
41    0.029727
42    0.077383
43    0.072914
44    0.052277
45    0.029529
46    0.048165
47    0.043085
48    0.086400
49    0.027153

