Train Accuracies:
0     0.689015
1     0.834091
2     0.854293
3     0.875253
4     0.878409
5     0.898359
6     0.908333
7     0.906944
8     0.906692
9     0.915783
10    0.927778
11    0.926641
12    0.933586
13    0.936616
14    0.937374
15    0.943182
16    0.940278
17    0.941919
18    0.940783
19    0.938005
20    0.945707
21    0.951389
22    0.945076
23    0.954293
24    0.939015
25    0.954293
26    0.953030
27    0.947727
28    0.954924
29    0.961237
30    0.946717
31    0.960101
32    0.958586
33    0.963636
34    0.964520
35    0.956818
36    0.967172
37    0.955808
38    0.966035
39    0.956692
40    0.955556
41    0.947980
42    0.964773
43    0.971465
44    0.963636
45    0.973737
46    0.970076
47    0.964520
48    0.971591
49    0.974747

Validation Accuracies:
0     0.685859
1     0.748990
2     0.847980
3     0.841414
4     0.846465
5     0.867677
6     0.947475
7     0.948990
8     0.919192
9     0.921717
10    0.847475
11    0.950505
12    0.929293
13    0.875253
14    0.943939
15    0.936364
16    0.932828
17    0.953535
18    0.920202
19    0.913131
20    0.954040
21    0.951515
22    0.950505
23    0.954040
24    0.908081
25    0.958081
26    0.943939
27    0.947475
28    0.955051
29    0.929798
30    0.926263
31    0.969697
32    0.945455
33    0.971717
34    0.957576
35    0.944444
36    0.950000
37    0.940404
38    0.954545
39    0.943939
40    0.914646
41    0.955556
42    0.973232
43    0.890404
44    0.968182
45    0.959596
46    0.982828
47    0.932828
48    0.979798
49    0.969697

Train Losses:
0     2.647163
1     0.436356
2     0.386515
3     0.336866
4     0.328423
5     0.273482
6     0.255774
7     0.256743
8     0.264125
9     0.247998
10    0.200736
11    0.206039
12    0.182446
13    0.190481
14    0.182092
15    0.164147
16    0.166697
17    0.172211
18    0.168614
19    0.181385
20    0.168943
21    0.148043
22    0.158269
23    0.135908
24    0.175211
25    0.141318
26    0.142076
27    0.144511
28    0.140724
29    0.134094
30    0.154294
31    0.139846
32    0.128223
33    0.109800
34    0.112381
35    0.131395
36    0.113939
37    0.127816
38    0.101791
39    0.136221
40    0.138606
41    0.174296
42    0.099946
43    0.086004
44    0.109192
45    0.080162
46    0.084501
47    0.113085
48    0.088493
49    0.081526

Validation Losses:
0     1.008524
1     0.657956
2     0.381484
3     0.426538
4     0.395353
5     0.333568
6     0.148933
7     0.126570
8     0.226960
9     0.210966
10    0.498226
11    0.121054
12    0.201942
13    0.296072
14    0.157396
15    0.175728
16    0.204378
17    0.139148
18    0.231711
19    0.263116
20    0.139937
21    0.152166
22    0.134205
23    0.172936
24    0.269830
25    0.123740
26    0.153601
27    0.152433
28    0.153845
29    0.221560
30    0.197507
31    0.107848
32    0.159457
33    0.096916
34    0.123310
35    0.165307
36    0.160265
37    0.171979
38    0.136528
39    0.182282
40    0.236577
41    0.157075
42    0.088420
43    0.423036
44    0.135301
45    0.117563
46    0.062777
47    0.250283
48    0.053135
49    0.089603

