Train Accuracies:
0     0.665404
1     0.803662
2     0.840025
3     0.863889
4     0.870707
5     0.895707
6     0.901389
7     0.904040
8     0.923990
9     0.914646
10    0.921086
11    0.927904
12    0.933207
13    0.934343
14    0.938636
15    0.938636
16    0.932828
17    0.933838
18    0.935732
19    0.934975
20    0.947096
21    0.946591
22    0.951010
23    0.944444
24    0.950631
25    0.906692
26    0.942045
27    0.959975
28    0.949874
29    0.951389
30    0.959975
31    0.959470
32    0.950758
33    0.965278
34    0.961869
35    0.959343
36    0.959722
37    0.965909
38    0.964015
39    0.964394
40    0.953662
41    0.955934
42    0.966540
43    0.967045
44    0.975758
45    0.967929
46    0.958460
47    0.969949
48    0.968561
49    0.955808

Validation Accuracies:
0     0.815657
1     0.807071
2     0.851515
3     0.910101
4     0.852020
5     0.930808
6     0.779798
7     0.933838
8     0.883333
9     0.890404
10    0.950505
11    0.920202
12    0.949495
13    0.939394
14    0.890404
15    0.963131
16    0.946465
17    0.929293
18    0.975253
19    0.909596
20    0.883333
21    0.914141
22    0.946465
23    0.904040
24    0.951010
25    0.912626
26    0.968687
27    0.977273
28    0.919697
29    0.895455
30    0.954040
31    0.982323
32    0.931818
33    0.913131
34    0.980303
35    0.970202
36    0.973737
37    0.971212
38    0.931818
39    0.948485
40    0.942424
41    0.920707
42    0.979293
43    0.947980
44    0.980303
45    0.936869
46    0.960101
47    0.967172
48    0.966667
49    0.974747

Train Losses:
0     2.874835
1     0.490672
2     0.410344
3     0.357858
4     0.337599
5     0.284208
6     0.272019
7     0.268696
8     0.218832
9     0.244927
10    0.224291
11    0.204048
12    0.202974
13    0.176763
14    0.171392
15    0.174713
16    0.189721
17    0.203365
18    0.195390
19    0.201523
20    0.156062
21    0.157364
22    0.148160
23    0.166108
24    0.157047
25    0.278674
26    0.176228
27    0.118813
28    0.149535
29    0.148818
30    0.122201
31    0.115910
32    0.150889
33    0.106521
34    0.115184
35    0.118499
36    0.120634
37    0.103472
38    0.105478
39    0.107184
40    0.132694
41    0.137236
42    0.110009
43    0.098239
44    0.074726
45    0.105768
46    0.129161
47    0.087750
48    0.098245
49    0.138382

Validation Losses:
0     0.462100
1     0.486961
2     0.386014
3     0.226305
4     0.376954
5     0.196330
6     0.548720
7     0.207757
8     0.324765
9     0.281757
10    0.124297
11    0.225378
12    0.129876
13    0.175431
14    0.315385
15    0.105042
16    0.165386
17    0.184465
18    0.066499
19    0.228656
20    0.305024
21    0.268242
22    0.154339
23    0.245441
24    0.130254
25    0.232850
26    0.089851
27    0.059557
28    0.196619
29    0.318994
30    0.134473
31    0.063749
32    0.199517
33    0.246263
34    0.057946
35    0.110477
36    0.091177
37    0.093025
38    0.213588
39    0.179387
40    0.195404
41    0.194864
42    0.059876
43    0.138359
44    0.052344
45    0.187870
46    0.113300
47    0.111737
48    0.154208
49    0.101786

