Train Accuracies:
0     0.676136
1     0.822980
2     0.846970
3     0.859722
4     0.889141
5     0.900631
6     0.898359
7     0.916667
8     0.921086
9     0.917298
10    0.924621
11    0.923485
12    0.941540
13    0.936237
14    0.929167
15    0.945328
16    0.944444
17    0.945707
18    0.949495
19    0.924621
20    0.931566
21    0.938636
22    0.945202
23    0.953030
24    0.956313
25    0.945833
26    0.949495
27    0.956187
28    0.947096
29    0.931944
30    0.951136
31    0.956692
32    0.961111
33    0.965025
34    0.959343
35    0.957197
36    0.959975
37    0.954924
38    0.962753
39    0.963510
40    0.971338
41    0.969823
42    0.971212
43    0.967045
44    0.964646
45    0.964268
46    0.958333
47    0.973864
48    0.961869
49    0.965530

Validation Accuracies:
0     0.785354
1     0.881818
2     0.856566
3     0.906566
4     0.898990
5     0.835859
6     0.937374
7     0.909596
8     0.909596
9     0.942929
10    0.908081
11    0.910101
12    0.925758
13    0.883838
14    0.954545
15    0.957576
16    0.936869
17    0.970202
18    0.936364
19    0.955556
20    0.856061
21    0.951515
22    0.958081
23    0.973232
24    0.963131
25    0.966162
26    0.879798
27    0.945455
28    0.922222
29    0.978788
30    0.936869
31    0.978788
32    0.935354
33    0.974242
34    0.945960
35    0.960101
36    0.965657
37    0.861616
38    0.946970
39    0.951515
40    0.939394
41    0.963636
42    0.975758
43    0.928283
44    0.950000
45    0.937374
46    0.964141
47    0.970202
48    0.942424
49    0.969697

Train Losses:
0     2.976915
1     0.455615
2     0.385914
3     0.358675
4     0.299778
5     0.260274
6     0.274246
7     0.231448
8     0.219112
9     0.224504
10    0.200490
11    0.211037
12    0.172273
13    0.190170
14    0.201311
15    0.154382
16    0.166734
17    0.159705
18    0.152556
19    0.234552
20    0.200488
21    0.176256
22    0.162291
23    0.127612
24    0.138120
25    0.158021
26    0.147140
27    0.125245
28    0.155184
29    0.192706
30    0.147730
31    0.133780
32    0.114444
33    0.100987
34    0.117499
35    0.136615
36    0.125455
37    0.128259
38    0.110002
39    0.117304
40    0.081641
41    0.092234
42    0.093825
43    0.100183
44    0.114575
45    0.107826
46    0.125999
47    0.076770
48    0.119198
49    0.107199

Validation Losses:
0     0.511781
1     0.297895
2     0.333359
3     0.237741
4     0.321626
5     0.427935
6     0.185359
7     0.289506
8     0.248642
9     0.145528
10    0.307323
11    0.277580
12    0.232140
13    0.301554
14    0.118462
15    0.125392
16    0.172360
17    0.095874
18    0.228985
19    0.132003
20    0.374330
21    0.126366
22    0.119940
23    0.085004
24    0.092914
25    0.098520
26    0.431961
27    0.155947
28    0.246859
29    0.059458
30    0.191250
31    0.065149
32    0.201873
33    0.079028
34    0.158063
35    0.129410
36    0.087864
37    0.355757
38    0.176812
39    0.127185
40    0.199397
41    0.102978
42    0.087646
43    0.283829
44    0.158581
45    0.218245
46    0.095732
47    0.097625
48    0.174918
49    0.090414

