Train Accuracies:
0     0.506439
1     0.719697
2     0.769571
3     0.792045
4     0.808586
5     0.819318
6     0.836490
7     0.836490
8     0.855051
9     0.872601
10    0.878157
11    0.888763
12    0.902652
13    0.909217
14    0.908965
15    0.920707
16    0.920833
17    0.931944
18    0.937879
19    0.931566
20    0.941540
21    0.942424
22    0.953030
23    0.943813
24    0.943561
25    0.952778
26    0.950631
27    0.958207
28    0.958460
29    0.963889
30    0.957828
31    0.953914
32    0.962121
33    0.965025
34    0.957702
35    0.961237
36    0.961869
37    0.960732
38    0.963510
39    0.962374
40    0.963636
41    0.962879
42    0.974495
43    0.967929
44    0.966288
45    0.969823
46    0.972096
47    0.966919
48    0.969192
49    0.972601

Validation Accuracies:
0     0.834343
1     0.837374
2     0.851515
3     0.855556
4     0.861616
5     0.818687
6     0.878283
7     0.898990
8     0.902020
9     0.892424
10    0.893939
11    0.934848
12    0.883838
13    0.951010
14    0.906061
15    0.950505
16    0.919192
17    0.962626
18    0.952020
19    0.933838
20    0.950000
21    0.938889
22    0.960101
23    0.970202
24    0.947475
25    0.948990
26    0.973737
27    0.958586
28    0.961111
29    0.968182
30    0.978788
31    0.973737
32    0.958081
33    0.976768
34    0.977778
35    0.976263
36    0.952020
37    0.968182
38    0.974242
39    0.947980
40    0.946465
41    0.963636
42    0.968687
43    0.982828
44    0.972727
45    0.977778
46    0.968182
47    0.963636
48    0.925253
49    0.974242

Train Losses:
0     1.159023
1     0.664935
2     0.569474
3     0.519743
4     0.483240
5     0.458393
6     0.424318
7     0.435111
8     0.391052
9     0.350320
10    0.343734
11    0.312868
12    0.280644
13    0.260901
14    0.258633
15    0.236514
16    0.228845
17    0.198094
18    0.187122
19    0.198091
20    0.173046
21    0.183224
22    0.148073
23    0.169113
24    0.174905
25    0.144179
26    0.149458
27    0.129139
28    0.129645
29    0.107765
30    0.127690
31    0.137867
32    0.124838
33    0.106800
34    0.126903
35    0.116193
36    0.115789
37    0.119859
38    0.109355
39    0.114143
40    0.105849
41    0.112163
42    0.083787
43    0.096940
44    0.100280
45    0.091423
46    0.092157
47    0.105734
48    0.098276
49    0.083384

Validation Losses:
0     0.489601
1     0.423453
2     0.403092
3     0.359647
4     0.343019
5     0.449607
6     0.324615
7     0.279858
8     0.269027
9     0.294627
10    0.284374
11    0.190137
12    0.272201
13    0.142658
14    0.279395
15    0.144275
16    0.243744
17    0.109575
18    0.138222
19    0.178820
20    0.128424
21    0.152491
22    0.102479
23    0.088732
24    0.135195
25    0.143051
26    0.084724
27    0.133166
28    0.105965
29    0.085293
30    0.067660
31    0.079733
32    0.110757
33    0.065076
34    0.065784
35    0.080361
36    0.148974
37    0.085869
38    0.069914
39    0.141448
40    0.159551
41    0.112567
42    0.080869
43    0.055978
44    0.084102
45    0.071124
46    0.101243
47    0.138716
48    0.270525
49    0.077546

