Train Accuracies:
0     0.542045
1     0.732702
2     0.774874
3     0.793687
4     0.809091
5     0.823485
6     0.838005
7     0.854672
8     0.862626
9     0.874116
10    0.880051
11    0.894066
12    0.899874
13    0.904545
14    0.918687
15    0.917677
16    0.917803
17    0.933081
18    0.931187
19    0.936742
20    0.940909
21    0.943813
22    0.949116
23    0.943561
24    0.944823
25    0.948485
26    0.942803
27    0.959343
28    0.960354
29    0.949242
30    0.960354
31    0.954293
32    0.955177
33    0.963384
34    0.958838
35    0.958586
36    0.962500
37    0.966288
38    0.959091
39    0.963005
40    0.952652
41    0.969318
42    0.960227
43    0.969192
44    0.966414
45    0.965404
46    0.960480
47    0.968434
48    0.968939
49    0.968687

Validation Accuracies:
0     0.814646
1     0.841919
2     0.848485
3     0.881818
4     0.864141
5     0.871717
6     0.889394
7     0.896970
8     0.917677
9     0.883838
10    0.925758
11    0.947980
12    0.937374
13    0.942929
14    0.936869
15    0.887374
16    0.956061
17    0.927778
18    0.962121
19    0.943939
20    0.962626
21    0.952525
22    0.950505
23    0.966162
24    0.929293
25    0.972727
26    0.948990
27    0.942424
28    0.975253
29    0.974242
30    0.939899
31    0.967677
32    0.958081
33    0.961111
34    0.971717
35    0.959091
36    0.975758
37    0.971717
38    0.965657
39    0.965152
40    0.962121
41    0.943434
42    0.969192
43    0.967172
44    0.974747
45    0.973737
46    0.975758
47    0.954545
48    0.943434
49    0.947980

Train Losses:
0     1.095942
1     0.633713
2     0.550982
3     0.509825
4     0.479802
5     0.454392
6     0.425051
7     0.391620
8     0.366212
9     0.361231
10    0.327832
11    0.292528
12    0.281344
13    0.272736
14    0.241681
15    0.233526
16    0.232808
17    0.203751
18    0.205462
19    0.189732
20    0.178475
21    0.168838
22    0.151326
23    0.165615
24    0.155814
25    0.154789
26    0.168669
27    0.118314
28    0.120565
29    0.148324
30    0.119787
31    0.139039
32    0.130321
33    0.116248
34    0.130039
35    0.131078
36    0.114579
37    0.097318
38    0.116306
39    0.106509
40    0.133522
41    0.091590
42    0.124164
43    0.090768
44    0.111878
45    0.103577
46    0.120723
47    0.101038
48    0.090785
49    0.095661

Validation Losses:
0     0.480172
1     0.400002
2     0.396395
3     0.313938
4     0.347937
5     0.317068
6     0.291314
7     0.257927
8     0.222601
9     0.296621
10    0.189727
11    0.163323
12    0.173468
13    0.153634
14    0.166617
15    0.293579
16    0.110593
17    0.199956
18    0.100356
19    0.145289
20    0.102809
21    0.126440
22    0.144909
23    0.088421
24    0.194283
25    0.072494
26    0.131118
27    0.167844
28    0.071288
29    0.064185
30    0.184947
31    0.085554
32    0.119114
33    0.110774
34    0.082337
35    0.109334
36    0.069987
37    0.071136
38    0.080402
39    0.107133
40    0.097891
41    0.168231
42    0.083455
43    0.090191
44    0.068193
45    0.077186
46    0.065826
47    0.141214
48    0.161398
49    0.115590

