Train Accuracies:
0     0.525758
1     0.725884
2     0.765530
3     0.798359
4     0.811742
5     0.827904
6     0.842929
7     0.857702
8     0.859975
9     0.871338
10    0.877652
11    0.894571
12    0.891035
13    0.901263
14    0.908207
15    0.913889
16    0.926768
17    0.919697
18    0.931313
19    0.929167
20    0.936237
21    0.941919
22    0.937121
23    0.938763
24    0.939268
25    0.948485
26    0.948106
27    0.946338
28    0.936237
29    0.960732
30    0.960101
31    0.956187
32    0.949747
33    0.960227
34    0.965404
35    0.953157
36    0.958081
37    0.960480
38    0.956061
39    0.962500
40    0.970581
41    0.959596
42    0.965909
43    0.966162
44    0.968813
45    0.965657
46    0.964015
47    0.963889
48    0.967929
49    0.967803

Validation Accuracies:
0     0.791414
1     0.801010
2     0.856061
3     0.775758
4     0.877273
5     0.873232
6     0.866667
7     0.887374
8     0.892929
9     0.885354
10    0.886869
11    0.865152
12    0.936869
13    0.901515
14    0.939899
15    0.939899
16    0.928788
17    0.947980
18    0.940404
19    0.938889
20    0.957071
21    0.964141
22    0.947980
23    0.960606
24    0.944949
25    0.943939
26    0.968182
27    0.961111
28    0.971212
29    0.954040
30    0.973737
31    0.870707
32    0.927273
33    0.967677
34    0.972222
35    0.964646
36    0.973232
37    0.980808
38    0.963131
39    0.978788
40    0.942424
41    0.970707
42    0.955556
43    0.961111
44    0.972222
45    0.975253
46    0.975758
47    0.980303
48    0.984343
49    0.956061

Train Losses:
0     1.140041
1     0.653432
2     0.566392
3     0.504431
4     0.487347
5     0.459133
6     0.424770
7     0.392237
8     0.386142
9     0.360290
10    0.337141
11    0.303947
12    0.296109
13    0.275479
14    0.253434
15    0.255800
16    0.212735
17    0.225864
18    0.203917
19    0.210876
20    0.184577
21    0.177532
22    0.179156
23    0.179331
24    0.176986
25    0.151732
26    0.151975
27    0.153295
28    0.181497
29    0.120201
30    0.121637
31    0.138896
32    0.149430
33    0.129133
34    0.110328
35    0.133932
36    0.123347
37    0.120191
38    0.135776
39    0.111517
40    0.087967
41    0.125718
42    0.102509
43    0.102968
44    0.098370
45    0.101869
46    0.103848
47    0.107539
48    0.102625
49    0.091864

Validation Losses:
0     0.506083
1     0.452253
2     0.354101
3     0.521873
4     0.327785
5     0.319516
6     0.330575
7     0.281423
8     0.290937
9     0.297221
10    0.267668
11    0.323277
12    0.172426
13    0.253349
14    0.139846
15    0.165266
16    0.172039
17    0.136908
18    0.146624
19    0.156968
20    0.112857
21    0.092405
22    0.139314
23    0.097053
24    0.152073
25    0.153868
26    0.085517
27    0.096326
28    0.074322
29    0.132573
30    0.073993
31    0.336953
32    0.206539
33    0.082631
34    0.072506
35    0.100436
36    0.076184
37    0.052421
38    0.094400
39    0.056983
40    0.176430
41    0.079983
42    0.129888
43    0.100822
44    0.073827
45    0.079214
46    0.057576
47    0.065401
48    0.049328
49    0.116909

