Train Accuracies:
0     0.512753
1     0.723990
2     0.752525
3     0.781313
4     0.796843
5     0.818056
6     0.820076
7     0.837121
8     0.857071
9     0.870202
10    0.880682
11    0.882828
12    0.891540
13    0.899495
14    0.914773
15    0.920202
16    0.921212
17    0.932828
18    0.920833
19    0.936111
20    0.937500
21    0.941288
22    0.938258
23    0.938131
24    0.945202
25    0.947980
26    0.947096
27    0.951136
28    0.953157
29    0.949874
30    0.949116
31    0.956692
32    0.960859
33    0.955556
34    0.955303
35    0.957197
36    0.963510
37    0.968182
38    0.950505
39    0.959596
40    0.967803
41    0.960101
42    0.963889
43    0.965025
44    0.968308
45    0.962247
46    0.968056
47    0.966288
48    0.968308
49    0.959596

Validation Accuracies:
0     0.837879
1     0.722222
2     0.860101
3     0.870202
4     0.868182
5     0.869697
6     0.864646
7     0.854545
8     0.902020
9     0.919192
10    0.943939
11    0.943939
12    0.951010
13    0.915657
14    0.957071
15    0.955556
16    0.972727
17    0.959596
18    0.951010
19    0.971717
20    0.972222
21    0.964141
22    0.967677
23    0.974242
24    0.961616
25    0.964646
26    0.981313
27    0.971212
28    0.962626
29    0.962121
30    0.964141
31    0.986364
32    0.967677
33    0.961616
34    0.974242
35    0.974242
36    0.982828
37    0.968182
38    0.971212
39    0.955051
40    0.975253
41    0.979798
42    0.986869
43    0.983333
44    0.981313
45    0.980303
46    0.977778
47    0.981818
48    0.932323
49    0.980303

Train Losses:
0     1.183393
1     0.663235
2     0.602648
3     0.550591
4     0.506878
5     0.466114
6     0.455280
7     0.428498
8     0.385935
9     0.353921
10    0.325753
11    0.322248
12    0.304771
13    0.267452
14    0.237289
15    0.223810
16    0.221808
17    0.199271
18    0.225674
19    0.182042
20    0.187135
21    0.177224
22    0.180148
23    0.184220
24    0.169581
25    0.146346
26    0.160067
27    0.139762
28    0.136255
29    0.158247
30    0.146036
31    0.130941
32    0.120438
33    0.128943
34    0.139097
35    0.132660
36    0.111975
37    0.101784
38    0.143977
39    0.118053
40    0.101362
41    0.115034
42    0.114967
43    0.112383
44    0.097353
45    0.123745
46    0.094577
47    0.102419
48    0.096228
49    0.118351

Validation Losses:
0     0.482547
1     0.656045
2     0.360860
3     0.333337
4     0.353991
5     0.344411
6     0.356323
7     0.361657
8     0.251733
9     0.216421
10    0.172784
11    0.154652
12    0.149412
13    0.218546
14    0.113015
15    0.110968
16    0.095590
17    0.093116
18    0.129332
19    0.074964
20    0.079640
21    0.096556
22    0.080173
23    0.069252
24    0.109715
25    0.090637
26    0.049730
27    0.077111
28    0.099517
29    0.099138
30    0.095883
31    0.044362
32    0.078353
33    0.123649
34    0.066788
35    0.068321
36    0.042604
37    0.096127
38    0.083208
39    0.103545
40    0.060419
41    0.051155
42    0.034796
43    0.040223
44    0.045674
45    0.053948
46    0.063486
47    0.047126
48    0.229614
49    0.045720

