Train Accuracies:
0     0.503030
1     0.717677
2     0.747475
3     0.779040
4     0.790530
5     0.805808
6     0.823106
7     0.844444
8     0.850126
9     0.875253
10    0.868561
11    0.891793
12    0.890909
13    0.903030
14    0.913131
15    0.921465
16    0.927146
17    0.928030
18    0.930051
19    0.919949
20    0.942424
21    0.931944
22    0.938384
23    0.940278
24    0.946717
25    0.949747
26    0.944571
27    0.952273
28    0.949116
29    0.951768
30    0.950126
31    0.955808
32    0.951136
33    0.955556
34    0.960606
35    0.955934
36    0.960606
37    0.964268
38    0.963510
39    0.960354
40    0.960354
41    0.957323
42    0.968561
43    0.961869
44    0.956061
45    0.965404
46    0.964773
47    0.964899
48    0.968561
49    0.964646

Validation Accuracies:
0     0.835354
1     0.833838
2     0.865152
3     0.856566
4     0.877778
5     0.867172
6     0.862121
7     0.885354
8     0.918687
9     0.922222
10    0.914141
11    0.951515
12    0.953030
13    0.864141
14    0.925253
15    0.967677
16    0.963636
17    0.949495
18    0.956061
19    0.964141
20    0.968182
21    0.968182
22    0.979798
23    0.958586
24    0.960101
25    0.967677
26    0.968687
27    0.969697
28    0.981818
29    0.972222
30    0.969697
31    0.982828
32    0.984848
33    0.977273
34    0.970707
35    0.956061
36    0.977778
37    0.978283
38    0.980303
39    0.974747
40    0.983838
41    0.976263
42    0.975253
43    0.989394
44    0.977273
45    0.983333
46    0.986364
47    0.972727
48    0.979293
49    0.979293

Train Losses:
0     1.187076
1     0.687399
2     0.608566
3     0.552520
4     0.514305
5     0.494368
6     0.462904
7     0.417104
8     0.397102
9     0.348959
10    0.359454
11    0.315653
12    0.299364
13    0.269877
14    0.248888
15    0.236583
16    0.214525
17    0.206880
18    0.203922
19    0.238977
20    0.173418
21    0.195085
22    0.173327
23    0.172820
24    0.160145
25    0.151027
26    0.170512
27    0.151509
28    0.154483
29    0.147567
30    0.145283
31    0.129024
32    0.145154
33    0.130422
34    0.126646
35    0.135386
36    0.121634
37    0.110456
38    0.119764
39    0.125719
40    0.113916
41    0.129404
42    0.096578
43    0.110113
44    0.135302
45    0.102223
46    0.109309
47    0.114437
48    0.095527
49    0.111666

Validation Losses:
0     0.540940
1     0.420908
2     0.371181
3     0.391219
4     0.337692
5     0.349233
6     0.342274
7     0.310239
8     0.223934
9     0.214671
10    0.218647
11    0.146202
12    0.130755
13    0.341109
14    0.206184
15    0.093934
16    0.107110
17    0.144079
18    0.120524
19    0.096226
20    0.089742
21    0.091296
22    0.054354
23    0.109326
24    0.110562
25    0.087637
26    0.102634
27    0.092872
28    0.050509
29    0.073043
30    0.084339
31    0.054941
32    0.056816
33    0.058145
34    0.083786
35    0.111407
36    0.069531
37    0.049175
38    0.058728
39    0.075146
40    0.039430
41    0.075888
42    0.072019
43    0.030036
44    0.053551
45    0.044415
46    0.040319
47    0.077254
48    0.058531
49    0.063924

