Train Accuracies:
0     0.486364
1     0.701010
2     0.755808
3     0.773106
4     0.798990
5     0.811869
6     0.821591
7     0.830051
8     0.848232
9     0.862121
10    0.871717
11    0.890783
12    0.895455
13    0.905429
14    0.911995
15    0.924621
16    0.924369
17    0.933712
18    0.929798
19    0.935354
20    0.939520
21    0.936111
22    0.940657
23    0.933838
24    0.948232
25    0.946591
26    0.941667
27    0.948359
28    0.953030
29    0.944192
30    0.959722
31    0.958081
32    0.953535
33    0.952525
34    0.957197
35    0.965404
36    0.961616
37    0.961869
38    0.960859
39    0.966414
40    0.962374
41    0.956566
42    0.970328
43    0.961995
44    0.966414
45    0.968182
46    0.965909
47    0.964773
48    0.963889
49    0.966540

Validation Accuracies:
0     0.856566
1     0.871212
2     0.854040
3     0.832323
4     0.882323
5     0.781818
6     0.885354
7     0.898990
8     0.910606
9     0.927778
10    0.922727
11    0.950505
12    0.948485
13    0.933838
14    0.951515
15    0.959091
16    0.971212
17    0.974747
18    0.967172
19    0.960606
20    0.896465
21    0.965657
22    0.889394
23    0.972222
24    0.971717
25    0.966162
26    0.979798
27    0.977778
28    0.953030
29    0.975758
30    0.974242
31    0.988384
32    0.976768
33    0.981818
34    0.977778
35    0.975253
36    0.970202
37    0.985859
38    0.986364
39    0.986869
40    0.967172
41    0.986869
42    0.990404
43    0.979798
44    0.977778
45    0.979798
46    0.948485
47    0.979798
48    0.990909
49    0.958081

Train Losses:
0     1.202172
1     0.704843
2     0.583903
3     0.555121
4     0.508455
5     0.474372
6     0.455943
7     0.434853
8     0.395990
9     0.365315
10    0.352452
11    0.318027
12    0.298263
13    0.273008
14    0.254675
15    0.217322
16    0.226895
17    0.201858
18    0.197561
19    0.203157
20    0.179005
21    0.185496
22    0.174318
23    0.190664
24    0.157010
25    0.158925
26    0.175521
27    0.152059
28    0.137912
29    0.169045
30    0.131980
31    0.133537
32    0.145182
33    0.134139
34    0.135657
35    0.110627
36    0.116465
37    0.120428
38    0.115694
39    0.096665
40    0.114491
41    0.129316
42    0.089827
43    0.116993
44    0.105276
45    0.098686
46    0.109070
47    0.106275
48    0.111101
49    0.106624

Validation Losses:
0     0.453419
1     0.388257
2     0.372500
3     0.394056
4     0.326172
5     0.522888
6     0.310827
7     0.274950
8     0.250014
9     0.189079
10    0.216207
11    0.139075
12    0.144930
13    0.191307
14    0.122727
15    0.118321
16    0.073203
17    0.072795
18    0.089833
19    0.102654
20    0.285316
21    0.096185
22    0.286575
23    0.075902
24    0.078222
25    0.098146
26    0.052139
27    0.063388
28    0.128383
29    0.058740
30    0.074719
31    0.038156
32    0.059519
33    0.045738
34    0.049382
35    0.073944
36    0.079268
37    0.042589
38    0.042157
39    0.033553
40    0.091955
41    0.037945
42    0.033593
43    0.053321
44    0.067464
45    0.048333
46    0.135438
47    0.060948
48    0.024565
49    0.132009

