Train Accuracies:
0     0.494571
1     0.719571
2     0.752904
3     0.787247
4     0.807449
5     0.817677
6     0.838510
7     0.847980
8     0.868813
9     0.874874
10    0.894066
11    0.890909
12    0.896970
13    0.918813
14    0.919318
15    0.920455
16    0.932323
17    0.926768
18    0.937626
19    0.931944
20    0.938258
21    0.940278
22    0.945707
23    0.940657
24    0.940278
25    0.945960
26    0.954040
27    0.943813
28    0.958081
29    0.952778
30    0.953535
31    0.960732
32    0.959217
33    0.955303
34    0.959975
35    0.956818
36    0.964015
37    0.960101
38    0.950126
39    0.966288
40    0.956566
41    0.961869
42    0.970202
43    0.966919
44    0.963763
45    0.959848
46    0.973106
47    0.963131
48    0.963889
49    0.971338

Validation Accuracies:
0     0.794949
1     0.854545
2     0.835354
3     0.840909
4     0.856566
5     0.802525
6     0.879293
7     0.910606
8     0.890909
9     0.933838
10    0.887879
11    0.945960
12    0.952525
13    0.966667
14    0.962626
15    0.952525
16    0.966162
17    0.955051
18    0.944949
19    0.957576
20    0.968687
21    0.971212
22    0.974242
23    0.965657
24    0.980303
25    0.967172
26    0.967677
27    0.961111
28    0.965657
29    0.965657
30    0.966162
31    0.959091
32    0.957071
33    0.978283
34    0.983838
35    0.976768
36    0.977778
37    0.963636
38    0.977273
39    0.962626
40    0.954545
41    0.978788
42    0.976768
43    0.978283
44    0.972727
45    0.972727
46    0.973232
47    0.979798
48    0.982323
49    0.937879

Train Losses:
0     1.180935
1     0.678648
2     0.597179
3     0.532301
4     0.497130
5     0.457448
6     0.425528
7     0.404747
8     0.358048
9     0.347437
10    0.284825
11    0.305977
12    0.291795
13    0.234910
14    0.239855
15    0.220244
16    0.203006
17    0.224706
18    0.187965
19    0.193051
20    0.179896
21    0.171673
22    0.157574
23    0.168318
24    0.170661
25    0.158196
26    0.133216
27    0.171934
28    0.128394
29    0.142639
30    0.134523
31    0.121517
32    0.132293
33    0.139071
34    0.117555
35    0.130017
36    0.109140
37    0.114581
38    0.159969
39    0.111398
40    0.138014
41    0.119777
42    0.093699
43    0.102233
44    0.103487
45    0.119647
46    0.087939
47    0.104420
48    0.116355
49    0.098091

Validation Losses:
0     0.526070
1     0.399820
2     0.439697
3     0.416398
4     0.367753
5     0.485350
6     0.299355
7     0.249205
8     0.273126
9     0.198817
10    0.302775
11    0.150783
12    0.159628
13    0.105519
14    0.115102
15    0.127273
16    0.100778
17    0.122192
18    0.152479
19    0.109628
20    0.083569
21    0.093457
22    0.082055
23    0.092781
24    0.058105
25    0.090469
26    0.090897
27    0.098725
28    0.104470
29    0.113494
30    0.113687
31    0.118488
32    0.125775
33    0.067261
34    0.048488
35    0.074249
36    0.063623
37    0.087844
38    0.056049
39    0.106657
40    0.117253
41    0.065598
42    0.060610
43    0.076992
44    0.080343
45    0.092336
46    0.082877
47    0.058821
48    0.059402
49    0.195013

