Train Accuracies:
0     0.638384
1     0.786364
2     0.825758
3     0.854419
4     0.882449
5     0.885859
6     0.901263
7     0.883460
8     0.917045
9     0.914899
10    0.927652
11    0.932197
12    0.932828
13    0.929167
14    0.938763
15    0.937753
16    0.944066
17    0.938510
18    0.936995
19    0.947601
20    0.951768
21    0.956439
22    0.948106
23    0.945455
24    0.946717
25    0.954419
26    0.961616
27    0.952525
28    0.959343
29    0.953157
30    0.963258
31    0.962121
32    0.961111
33    0.959091
34    0.958460
35    0.971086
36    0.966035
37    0.963005
38    0.947854
39    0.964899
40    0.971212
41    0.968182
42    0.969318
43    0.957576
44    0.971086
45    0.978409
46    0.960732
47    0.965783
48    0.975126
49    0.947475

Validation Accuracies:
0     0.778788
1     0.695960
2     0.771212
3     0.821717
4     0.898485
5     0.858081
6     0.756061
7     0.880808
8     0.934343
9     0.918687
10    0.919697
11    0.923737
12    0.915657
13    0.925253
14    0.946465
15    0.936364
16    0.950000
17    0.959596
18    0.945455
19    0.947475
20    0.966667
21    0.970202
22    0.958586
23    0.923232
24    0.959596
25    0.908586
26    0.924747
27    0.950000
28    0.970707
29    0.954040
30    0.962626
31    0.918687
32    0.906566
33    0.968182
34    0.971212
35    0.966667
36    0.963131
37    0.944444
38    0.919192
39    0.943434
40    0.966667
41    0.939394
42    0.975253
43    0.961616
44    0.959091
45    0.969697
46    0.961111
47    0.975758
48    0.971212
49    0.968687

Train Losses:
0     3.868788
1     0.522884
2     0.439439
3     0.379957
4     0.307855
5     0.296339
6     0.267434
7     0.303844
8     0.228708
9     0.235073
10    0.193375
11    0.190531
12    0.181827
13    0.203246
14    0.175023
15    0.179435
16    0.159481
17    0.176463
18    0.167675
19    0.144542
20    0.142540
21    0.123689
22    0.146812
23    0.160064
24    0.160499
25    0.143655
26    0.115630
27    0.141885
28    0.120583
29    0.142885
30    0.111128
31    0.118119
32    0.127550
33    0.130699
34    0.133067
35    0.089836
36    0.099499
37    0.110300
38    0.163608
39    0.105502
40    0.078045
41    0.102240
42    0.094597
43    0.125283
44    0.091457
45    0.069150
46    0.111180
47    0.111494
48    0.075607
49    0.160226

Validation Losses:
0     0.487489
1     0.636540
2     0.525580
3     0.419887
4     0.270697
5     0.350730
6     0.566436
7     0.326963
8     0.184710
9     0.231289
10    0.249347
11    0.279471
12    0.226760
13    0.206276
14    0.193750
15    0.188208
16    0.140573
17    0.117493
18    0.153654
19    0.175959
20    0.094238
21    0.093486
22    0.132408
23    0.191953
24    0.168141
25    0.255391
26    0.275664
27    0.138999
28    0.089446
29    0.130994
30    0.113250
31    0.196755
32    0.272135
33    0.086316
34    0.104462
35    0.089038
36    0.092276
37    0.153373
38    0.252244
39    0.179097
40    0.112181
41    0.166895
42    0.085384
43    0.151222
44    0.136006
45    0.127114
46    0.113885
47    0.072850
48    0.084952
49    0.090144

