Train Accuracies:
0     0.644444
1     0.821970
2     0.847096
3     0.869066
4     0.889015
5     0.899369
6     0.897601
7     0.926641
8     0.923990
9     0.916793
10    0.935101
11    0.932828
12    0.932071
13    0.940530
14    0.936742
15    0.943813
16    0.948232
17    0.944697
18    0.943182
19    0.949747
20    0.950758
21    0.948990
22    0.963763
23    0.945581
24    0.954167
25    0.960732
26    0.954040
27    0.952273
28    0.956187
29    0.951389
30    0.963384
31    0.934722
32    0.941414
33    0.960985
34    0.967929
35    0.955051
36    0.969697
37    0.971212
38    0.967677
39    0.964899
40    0.969697
41    0.968813
42    0.972096
43    0.961111
44    0.969444
45    0.972980
46    0.968687
47    0.967677
48    0.967298
49    0.968434

Validation Accuracies:
0     0.768687
1     0.786364
2     0.856566
3     0.868687
4     0.850505
5     0.708081
6     0.901010
7     0.916162
8     0.795960
9     0.940404
10    0.948485
11    0.906566
12    0.903535
13    0.947475
14    0.934343
15    0.937374
16    0.958081
17    0.956061
18    0.917172
19    0.945455
20    0.970202
21    0.968182
22    0.968687
23    0.942424
24    0.974747
25    0.962626
26    0.909091
27    0.926263
28    0.934848
29    0.974242
30    0.972727
31    0.951515
32    0.922727
33    0.972222
34    0.962626
35    0.964646
36    0.976263
37    0.975253
38    0.975758
39    0.971717
40    0.982828
41    0.972222
42    0.917172
43    0.977778
44    0.956566
45    0.936364
46    0.952525
47    0.856566
48    0.964141
49    0.970202

Train Losses:
0     4.866767
1     0.450162
2     0.395532
3     0.345713
4     0.289633
5     0.279865
6     0.279956
7     0.203393
8     0.206282
9     0.235287
10    0.176342
11    0.183656
12    0.189782
13    0.175322
14    0.177688
15    0.164241
16    0.148281
17    0.157210
18    0.172301
19    0.141394
20    0.149221
21    0.149218
22    0.110849
23    0.159566
24    0.133972
25    0.120208
26    0.133221
27    0.138684
28    0.134388
29    0.142501
30    0.106938
31    0.202669
32    0.179221
33    0.116935
34    0.104429
35    0.125733
36    0.084240
37    0.092338
38    0.094579
39    0.106593
40    0.084789
41    0.102952
42    0.093434
43    0.115213
44    0.094484
45    0.084162
46    0.099323
47    0.095233
48    0.114189
49    0.087919

Validation Losses:
0     0.517398
1     0.537893
2     0.342842
3     0.353582
4     0.420918
5     0.914633
6     0.270378
7     0.218436
8     0.698145
9     0.161385
10    0.154196
11    0.280077
12    0.269153
13    0.121489
14    0.244692
15    0.181514
16    0.113548
17    0.145240
18    0.260709
19    0.186447
20    0.100854
21    0.102354
22    0.088193
23    0.148702
24    0.065309
25    0.094543
26    0.188881
27    0.293563
28    0.225496
29    0.090809
30    0.102171
31    0.163837
32    0.263154
33    0.091478
34    0.114306
35    0.105095
36    0.084635
37    0.103333
38    0.081412
39    0.082222
40    0.068291
41    0.086644
42    0.260918
43    0.071100
44    0.124399
45    0.191836
46    0.194136
47    0.439938
48    0.114855
49    0.110313

