Train Accuracies:
0     0.677399
1     0.809217
2     0.847096
3     0.871338
4     0.871591
5     0.907197
6     0.906439
7     0.913131
8     0.926389
9     0.908965
10    0.927778
11    0.941035
12    0.934091
13    0.929545
14    0.954798
15    0.935354
16    0.942045
17    0.948737
18    0.931187
19    0.952399
20    0.940025
21    0.950758
22    0.945960
23    0.959848
24    0.945960
25    0.955303
26    0.952146
27    0.959975
28    0.960101
29    0.949874
30    0.963384
31    0.953283
32    0.963005
33    0.965025
34    0.961616
35    0.972727
36    0.960480
37    0.955808
38    0.966288
39    0.966919
40    0.961111
41    0.971086
42    0.974495
43    0.967551
44    0.955429
45    0.971970
46    0.947096
47    0.953788
48    0.971717
49    0.971717

Validation Accuracies:
0     0.782323
1     0.687374
2     0.845960
3     0.877778
4     0.902020
5     0.886869
6     0.860606
7     0.832828
8     0.940404
9     0.922727
10    0.944444
11    0.901515
12    0.956061
13    0.944444
14    0.964141
15    0.901010
16    0.944949
17    0.952525
18    0.935354
19    0.945960
20    0.951515
21    0.965152
22    0.940909
23    0.976263
24    0.963636
25    0.965657
26    0.957071
27    0.926768
28    0.950505
29    0.948485
30    0.939394
31    0.952020
32    0.953030
33    0.950505
34    0.975253
35    0.961616
36    0.873737
37    0.980808
38    0.940404
39    0.967677
40    0.977273
41    0.976768
42    0.951515
43    0.954545
44    0.979798
45    0.962626
46    0.876768
47    0.980303
48    0.973737
49    0.960606

Train Losses:
0     3.168458
1     0.474456
2     0.398695
3     0.346858
4     0.320383
5     0.240544
6     0.247826
7     0.251333
8     0.207315
9     0.263532
10    0.203634
11    0.171730
12    0.189091
13    0.201453
14    0.137653
15    0.186180
16    0.171618
17    0.154197
18    0.207886
19    0.140126
20    0.164068
21    0.150255
22    0.149898
23    0.120993
24    0.152195
25    0.132669
26    0.136619
27    0.126644
28    0.117057
29    0.144725
30    0.111398
31    0.154008
32    0.114118
33    0.111073
34    0.120615
35    0.081905
36    0.142429
37    0.131629
38    0.101101
39    0.091574
40    0.122963
41    0.081440
42    0.084136
43    0.094065
44    0.141042
45    0.098429
46    0.155291
47    0.144171
48    0.087184
49    0.083367

Validation Losses:
0     0.521760
1     0.848810
2     0.402882
3     0.329980
4     0.278786
5     0.328900
6     0.362768
7     0.415884
8     0.157593
9     0.205063
10    0.179359
11    0.303304
12    0.132110
13    0.136496
14    0.112373
15    0.307020
16    0.165739
17    0.130037
18    0.197246
19    0.145148
20    0.159211
21    0.160775
22    0.183740
23    0.092633
24    0.120176
25    0.117152
26    0.129165
27    0.214126
28    0.163500
29    0.158636
30    0.151147
31    0.165590
32    0.147622
33    0.182277
34    0.068235
35    0.138254
36    0.701024
37    0.061717
38    0.222874
39    0.079255
40    0.102612
41    0.084782
42    0.138422
43    0.146307
44    0.070977
45    0.145804
46    0.355457
47    0.068832
48    0.073906
49    0.096996

