Train Accuracies:
0     0.658207
1     0.807449
2     0.830303
3     0.869949
4     0.879293
5     0.883081
6     0.905682
7     0.918939
8     0.919823
9     0.926515
10    0.920833
11    0.922348
12    0.933965
13    0.931439
14    0.937247
15    0.924495
16    0.937626
17    0.936995
18    0.933207
19    0.928662
20    0.950758
21    0.939646
22    0.944318
23    0.933838
24    0.946843
25    0.947727
26    0.936995
27    0.940783
28    0.954419
29    0.953283
30    0.948611
31    0.939394
32    0.949621
33    0.952399
34    0.956439
35    0.956439
36    0.958081
37    0.964394
38    0.968687
39    0.949747
40    0.958586
41    0.966162
42    0.965530
43    0.967677
44    0.967424
45    0.967803
46    0.967677
47    0.973485
48    0.968561
49    0.963889

Validation Accuracies:
0     0.676263
1     0.840909
2     0.795960
3     0.809596
4     0.937879
5     0.875758
6     0.885859
7     0.872222
8     0.914646
9     0.803030
10    0.927778
11    0.917172
12    0.922222
13    0.961111
14    0.955051
15    0.894444
16    0.956566
17    0.927778
18    0.853030
19    0.933838
20    0.935859
21    0.956566
22    0.961111
23    0.942929
24    0.955556
25    0.940909
26    0.875758
27    0.927778
28    0.935859
29    0.926263
30    0.974242
31    0.954040
32    0.895960
33    0.974747
34    0.980303
35    0.969192
36    0.959091
37    0.968182
38    0.971717
39    0.930808
40    0.966667
41    0.944444
42    0.960101
43    0.963131
44    0.977273
45    0.976263
46    0.978788
47    0.968687
48    0.922727
49    0.962626

Train Losses:
0     3.551686
1     0.469119
2     0.437681
3     0.343542
4     0.320607
5     0.302803
6     0.253450
7     0.224540
8     0.226589
9     0.201223
10    0.228351
11    0.221568
12    0.183802
13    0.189285
14    0.174630
15    0.213547
16    0.188451
17    0.178539
18    0.193947
19    0.213065
20    0.145278
21    0.188655
22    0.161416
23    0.186571
24    0.154298
25    0.165912
26    0.189960
27    0.176893
28    0.127710
29    0.141063
30    0.149688
31    0.173419
32    0.147450
33    0.131506
34    0.140095
35    0.135902
36    0.122054
37    0.111769
38    0.093138
39    0.152812
40    0.120038
41    0.096994
42    0.099582
43    0.097390
44    0.105231
45    0.098676
46    0.096265
47    0.082275
48    0.097055
49    0.110418

Validation Losses:
0     0.828621
1     0.398214
2     0.500761
3     0.429987
4     0.178665
5     0.363267
6     0.307315
7     0.380857
8     0.250138
9     0.578584
10    0.199432
11    0.218362
12    0.231112
13    0.110129
14    0.137510
15    0.269009
16    0.137240
17    0.215300
18    0.405642
19    0.248528
20    0.163471
21    0.137387
22    0.140191
23    0.139883
24    0.152010
25    0.214476
26    0.311704
27    0.218808
28    0.198600
29    0.222640
30    0.072185
31    0.133258
32    0.426311
33    0.086460
34    0.075873
35    0.093008
36    0.123190
37    0.103348
38    0.079352
39    0.259262
40    0.105632
41    0.142185
42    0.112540
43    0.113183
44    0.084383
45    0.070012
46    0.051854
47    0.085397
48    0.255751
49    0.106178

