Train Accuracies:
0     0.678914
1     0.826515
2     0.846717
3     0.859596
4     0.882702
5     0.879293
6     0.892803
7     0.893813
8     0.908333
9     0.918813
10    0.917803
11    0.931692
12    0.928409
13    0.925000
14    0.916919
15    0.922222
16    0.935101
17    0.947475
18    0.939646
19    0.946591
20    0.938636
21    0.947854
22    0.940783
23    0.942551
24    0.941540
25    0.950631
26    0.942298
27    0.942045
28    0.963131
29    0.948737
30    0.949621
31    0.948611
32    0.959975
33    0.963005
34    0.961237
35    0.960859
36    0.953788
37    0.944192
38    0.962753
39    0.959975
40    0.967803
41    0.965657
42    0.969192
43    0.963763
44    0.963258
45    0.966540
46    0.964646
47    0.963636
48    0.967929
49    0.974874

Validation Accuracies:
0     0.724747
1     0.850505
2     0.789899
3     0.879293
4     0.859091
5     0.867677
6     0.943939
7     0.922727
8     0.953030
9     0.893434
10    0.915657
11    0.950505
12    0.942929
13    0.935354
14    0.914141
15    0.885859
16    0.937374
17    0.966667
18    0.964646
19    0.926263
20    0.959596
21    0.940909
22    0.925253
23    0.927273
24    0.942424
25    0.900000
26    0.923232
27    0.966162
28    0.910606
29    0.970707
30    0.964646
31    0.970202
32    0.975758
33    0.963131
34    0.942929
35    0.976768
36    0.959091
37    0.969192
38    0.882828
39    0.957576
40    0.959091
41    0.958081
42    0.931313
43    0.924747
44    0.942424
45    0.966667
46    0.959596
47    0.970707
48    0.983838
49    0.977273

Train Losses:
0     4.580539
1     0.450377
2     0.389024
3     0.369771
4     0.300020
5     0.314806
6     0.288696
7     0.286751
8     0.257862
9     0.225232
10    0.227737
11    0.183056
12    0.189915
13    0.209747
14    0.239557
15    0.225215
16    0.175855
17    0.153196
18    0.169817
19    0.152746
20    0.168759
21    0.162376
22    0.168045
23    0.170370
24    0.165105
25    0.145502
26    0.168713
27    0.171268
28    0.107498
29    0.157376
30    0.139888
31    0.153726
32    0.129161
33    0.109175
34    0.122143
35    0.118757
36    0.138837
37    0.171827
38    0.108385
39    0.127590
40    0.098599
41    0.104456
42    0.095300
43    0.106971
44    0.112986
45    0.101076
46    0.105169
47    0.110147
48    0.103823
49    0.077420

Validation Losses:
0     0.685359
1     0.373210
2     0.553656
3     0.303218
4     0.347576
5     0.321152
6     0.174154
7     0.233425
8     0.126941
9     0.322927
10    0.238426
11    0.127191
12    0.207823
13    0.176161
14    0.239915
15    0.333329
16    0.172683
17    0.092681
18    0.095119
19    0.213781
20    0.137284
21    0.176603
22    0.239749
23    0.199150
24    0.159687
25    0.290210
26    0.214626
27    0.115792
28    0.410368
29    0.084492
30    0.113157
31    0.097094
32    0.090247
33    0.153752
34    0.200470
35    0.082988
36    0.115495
37    0.086285
38    0.356786
39    0.117199
40    0.144195
41    0.136480
42    0.170757
43    0.238277
44    0.162580
45    0.110166
46    0.123228
47    0.082524
48    0.054033
49    0.073929

