Train Accuracies:
0     0.614646
1     0.815152
2     0.833838
3     0.870455
4     0.869571
5     0.890152
6     0.904672
7     0.911995
8     0.921212
9     0.921970
10    0.919444
11    0.933965
12    0.930177
13    0.925631
14    0.949621
15    0.931818
16    0.938384
17    0.939520
18    0.936869
19    0.935101
20    0.950884
21    0.946212
22    0.945960
23    0.952904
24    0.950253
25    0.949621
26    0.951641
27    0.950631
28    0.955429
29    0.957449
30    0.948232
31    0.942172
32    0.944192
33    0.947222
34    0.963005
35    0.961364
36    0.951768
37    0.965909
38    0.960732
39    0.958460
40    0.959091
41    0.964899
42    0.968813
43    0.953914
44    0.960732
45    0.963258
46    0.964520
47    0.966793
48    0.968182
49    0.971717

Validation Accuracies:
0     0.728788
1     0.810101
2     0.862121
3     0.888889
4     0.717172
5     0.894444
6     0.909091
7     0.858081
8     0.911616
9     0.887374
10    0.911111
11    0.869192
12    0.949495
13    0.946465
14    0.954545
15    0.904040
16    0.933333
17    0.949495
18    0.930808
19    0.930808
20    0.897475
21    0.956566
22    0.965657
23    0.950000
24    0.915152
25    0.944444
26    0.898485
27    0.942929
28    0.922222
29    0.954040
30    0.859596
31    0.943434
32    0.924242
33    0.962121
34    0.939394
35    0.955556
36    0.951010
37    0.947980
38    0.964141
39    0.915657
40    0.936869
41    0.945455
42    0.938889
43    0.924242
44    0.953030
45    0.962626
46    0.942424
47    0.953535
48    0.963131
49    0.973737

Train Losses:
0     3.706859
1     0.462266
2     0.407676
3     0.340303
4     0.341587
5     0.287310
6     0.253172
7     0.245065
8     0.213130
9     0.214565
10    0.218737
11    0.191909
12    0.188936
13    0.201663
14    0.147597
15    0.210049
16    0.165538
17    0.179112
18    0.180302
19    0.192137
20    0.148078
21    0.162205
22    0.157345
23    0.140089
24    0.144512
25    0.146198
26    0.138820
27    0.146609
28    0.133837
29    0.123339
30    0.147440
31    0.190605
32    0.165678
33    0.147994
34    0.109473
35    0.111387
36    0.142463
37    0.110604
38    0.123356
39    0.113682
40    0.116553
41    0.113677
42    0.091781
43    0.135480
44    0.115419
45    0.108258
46    0.110266
47    0.099361
48    0.093592
49    0.088340

Validation Losses:
0     0.597339
1     0.485650
2     0.360462
3     0.288448
4     0.779447
5     0.283635
6     0.236218
7     0.441426
8     0.212103
9     0.292497
10    0.237898
11    0.358632
12    0.149999
13    0.155545
14    0.134544
15    0.218513
16    0.216344
17    0.137278
18    0.198962
19    0.201813
20    0.294433
21    0.118217
22    0.094810
23    0.137402
24    0.297595
25    0.154938
26    0.204944
27    0.201794
28    0.212530
29    0.138108
30    0.448621
31    0.217831
32    0.228271
33    0.144402
34    0.189257
35    0.130376
36    0.140615
37    0.206396
38    0.094582
39    0.250572
40    0.185348
41    0.179686
42    0.197120
43    0.209293
44    0.158846
45    0.119292
46    0.195060
47    0.153045
48    0.122137
49    0.080271

