Train Accuracies:
0     0.646591
1     0.806818
2     0.845581
3     0.864773
4     0.873106
5     0.896970
6     0.898737
7     0.915783
8     0.916919
9     0.914899
10    0.928409
11    0.920076
12    0.930808
13    0.917803
14    0.928914
15    0.934722
16    0.930051
17    0.929293
18    0.944318
19    0.941540
20    0.934722
21    0.945581
22    0.949747
23    0.946086
24    0.948990
25    0.945202
26    0.947727
27    0.938131
28    0.959470
29    0.942803
30    0.956187
31    0.941035
32    0.952020
33    0.959217
34    0.966414
35    0.953283
36    0.959975
37    0.964015
38    0.960732
39    0.964268
40    0.966667
41    0.952399
42    0.964520
43    0.968308
44    0.964773
45    0.967424
46    0.952652
47    0.967045
48    0.968056
49    0.960985

Validation Accuracies:
0     0.702525
1     0.847980
2     0.842424
3     0.897980
4     0.894444
5     0.866162
6     0.919697
7     0.856566
8     0.898485
9     0.882828
10    0.945960
11    0.926263
12    0.955556
13    0.840404
14    0.907576
15    0.961111
16    0.945455
17    0.913636
18    0.951010
19    0.925758
20    0.918687
21    0.950505
22    0.944949
23    0.966667
24    0.955556
25    0.941414
26    0.957576
27    0.951515
28    0.966667
29    0.947980
30    0.959596
31    0.973737
32    0.870202
33    0.958081
34    0.916667
35    0.943434
36    0.939899
37    0.953535
38    0.968687
39    0.897475
40    0.952525
41    0.936869
42    0.961111
43    0.963636
44    0.914141
45    0.969697
46    0.958586
47    0.961111
48    0.955556
49    0.954040

Train Losses:
0     3.460115
1     0.482690
2     0.403526
3     0.345217
4     0.334176
5     0.279319
6     0.273295
7     0.242903
8     0.229843
9     0.240984
10    0.199798
11    0.221974
12    0.199719
13    0.228927
14    0.204564
15    0.188417
16    0.206960
17    0.191804
18    0.165128
19    0.181653
20    0.205570
21    0.154496
22    0.162900
23    0.162262
24    0.150273
25    0.162060
26    0.157673
27    0.183806
28    0.122189
29    0.162287
30    0.134204
31    0.174897
32    0.151151
33    0.113595
34    0.103892
35    0.137031
36    0.120693
37    0.111544
38    0.118744
39    0.115031
40    0.099204
41    0.150719
42    0.110636
43    0.088334
44    0.101251
45    0.090711
46    0.139587
47    0.107825
48    0.096463
49    0.112640

Validation Losses:
0     0.716097
1     0.398081
2     0.411910
3     0.269851
4     0.266211
5     0.381402
6     0.241567
7     0.379593
8     0.313563
9     0.298052
10    0.164990
11    0.239072
12    0.138377
13    0.489123
14    0.268636
15    0.121154
16    0.185904
17    0.321886
18    0.141912
19    0.193915
20    0.224675
21    0.130481
22    0.148579
23    0.103104
24    0.140939
25    0.171593
26    0.142161
27    0.126746
28    0.095277
29    0.177534
30    0.118820
31    0.099275
32    0.338761
33    0.128749
34    0.175389
35    0.195956
36    0.210963
37    0.138190
38    0.097444
39    0.384455
40    0.127343
41    0.164512
42    0.102286
43    0.125874
44    0.300240
45    0.103622
46    0.130246
47    0.118373
48    0.135092
49    0.166849

