Train Accuracies:
0     0.650379
1     0.817172
2     0.840909
3     0.863258
4     0.875758
5     0.881061
6     0.899495
7     0.906313
8     0.912879
9     0.924242
10    0.928535
11    0.934596
12    0.927399
13    0.933586
14    0.936490
15    0.945707
16    0.941288
17    0.934848
18    0.942551
19    0.941919
20    0.943434
21    0.947727
22    0.947601
23    0.950000
24    0.957323
25    0.947096
26    0.935101
27    0.958460
28    0.954293
29    0.957955
30    0.956187
31    0.962247
32    0.961869
33    0.951515
34    0.958712
35    0.950884
36    0.958460
37    0.959975
38    0.968939
39    0.964773
40    0.960606
41    0.965657
42    0.961237
43    0.959596
44    0.962247
45    0.959217
46    0.971212
47    0.964520
48    0.965404
49    0.971338

Validation Accuracies:
0     0.780303
1     0.775253
2     0.868182
3     0.825253
4     0.816162
5     0.852525
6     0.832828
7     0.893939
8     0.904040
9     0.900505
10    0.936869
11    0.951010
12    0.944949
13    0.943939
14    0.947980
15    0.946465
16    0.957576
17    0.945455
18    0.916667
19    0.956061
20    0.944444
21    0.955556
22    0.939394
23    0.970202
24    0.971717
25    0.968687
26    0.948485
27    0.936869
28    0.942929
29    0.962626
30    0.969192
31    0.932323
32    0.954545
33    0.971212
34    0.886364
35    0.969697
36    0.929293
37    0.972222
38    0.973737
39    0.969697
40    0.943434
41    0.950505
42    0.940909
43    0.969697
44    0.954545
45    0.967677
46    0.985354
47    0.947475
48    0.963131
49    0.929798

Train Losses:
0     4.011753
1     0.454616
2     0.400438
3     0.346942
4     0.320985
5     0.317739
6     0.271582
7     0.243776
8     0.241537
9     0.212959
10    0.197189
11    0.185911
12    0.194740
13    0.180620
14    0.176475
15    0.162185
16    0.167303
17    0.180343
18    0.160620
19    0.157234
20    0.159887
21    0.150384
22    0.147327
23    0.135778
24    0.117159
25    0.156714
26    0.169208
27    0.112536
28    0.129460
29    0.125087
30    0.126975
31    0.113785
32    0.111672
33    0.136797
34    0.123063
35    0.146746
36    0.124016
37    0.112875
38    0.085856
39    0.098953
40    0.107823
41    0.097027
42    0.108633
43    0.121354
44    0.111915
45    0.116697
46    0.087333
47    0.103258
48    0.101406
49    0.084611

Validation Losses:
0     0.537826
1     0.525136
2     0.373419
3     0.441385
4     0.501681
5     0.366687
6     0.383784
7     0.280772
8     0.258219
9     0.261914
10    0.178020
11    0.130230
12    0.154192
13    0.161055
14    0.147184
15    0.167549
16    0.139219
17    0.142081
18    0.201045
19    0.115771
20    0.149113
21    0.131012
22    0.152928
23    0.087143
24    0.073210
25    0.091647
26    0.155695
27    0.204791
28    0.160425
29    0.104814
30    0.090793
31    0.227029
32    0.121525
33    0.076195
34    0.460044
35    0.080872
36    0.275299
37    0.084447
38    0.070996
39    0.091901
40    0.237688
41    0.147927
42    0.211491
43    0.085664
44    0.154737
45    0.095884
46    0.043112
47    0.149710
48    0.092889
49    0.219196

