Train Accuracies:
0     0.671465
1     0.816162
2     0.840278
3     0.877652
4     0.881187
5     0.880177
6     0.911364
7     0.918056
8     0.906439
9     0.931061
10    0.926641
11    0.923232
12    0.925631
13    0.935732
14    0.943813
15    0.940783
16    0.942551
17    0.940404
18    0.934470
19    0.940025
20    0.942172
21    0.938258
22    0.953030
23    0.948990
24    0.948485
25    0.951768
26    0.954167
27    0.949495
28    0.951010
29    0.946591
30    0.959470
31    0.956061
32    0.956187
33    0.959470
34    0.962626
35    0.948359
36    0.966414
37    0.956818
38    0.966919
39    0.966793
40    0.961364
41    0.960227
42    0.962626
43    0.968939
44    0.965404
45    0.967929
46    0.969697
47    0.966540
48    0.964015
49    0.962753

Validation Accuracies:
0     0.832828
1     0.813636
2     0.814646
3     0.902020
4     0.923232
5     0.888384
6     0.897475
7     0.946970
8     0.909091
9     0.911111
10    0.931313
11    0.882323
12    0.932828
13    0.955556
14    0.955556
15    0.893939
16    0.932828
17    0.845455
18    0.952525
19    0.916667
20    0.955556
21    0.820707
22    0.946465
23    0.947980
24    0.970202
25    0.961111
26    0.958586
27    0.947475
28    0.959596
29    0.947980
30    0.956566
31    0.956061
32    0.920202
33    0.943939
34    0.965152
35    0.933838
36    0.963636
37    0.911111
38    0.958586
39    0.944949
40    0.951515
41    0.964646
42    0.976263
43    0.930303
44    0.963131
45    0.936364
46    0.982828
47    0.972222
48    0.962121
49    0.975253

Train Losses:
0     3.632253
1     0.462568
2     0.396663
3     0.329089
4     0.313556
5     0.317769
6     0.239794
7     0.228931
8     0.247601
9     0.188637
10    0.206032
11    0.206784
12    0.207036
13    0.184251
14    0.156922
15    0.167484
16    0.164021
17    0.166626
18    0.179759
19    0.175370
20    0.169232
21    0.167517
22    0.135861
23    0.152787
24    0.138600
25    0.129807
26    0.136726
27    0.145037
28    0.134002
29    0.153432
30    0.112848
31    0.126168
32    0.135025
33    0.114048
34    0.122053
35    0.141668
36    0.091948
37    0.131964
38    0.097569
39    0.093948
40    0.116890
41    0.106895
42    0.103886
43    0.092793
44    0.092831
45    0.091976
46    0.086406
47    0.097928
48    0.101691
49    0.108090

Validation Losses:
0     0.428320
1     0.439460
2     0.480424
3     0.237319
4     0.190752
5     0.296217
6     0.257615
7     0.141018
8     0.229018
9     0.230656
10    0.188547
11    0.313746
12    0.180119
13    0.141796
14    0.128657
15    0.330341
16    0.182756
17    0.519193
18    0.140551
19    0.241380
20    0.123628
21    0.443862
22    0.135821
23    0.148542
24    0.073975
25    0.122362
26    0.128149
27    0.170904
28    0.124963
29    0.161515
30    0.128850
31    0.116708
32    0.359356
33    0.215397
34    0.134183
35    0.184015
36    0.123834
37    0.222405
38    0.125845
39    0.159571
40    0.167340
41    0.101156
42    0.064854
43    0.181522
44    0.101021
45    0.232424
46    0.053768
47    0.080309
48    0.109626
49    0.083111

