Train Accuracies:
0     0.480682
1     0.688005
2     0.743813
3     0.770707
4     0.793434
5     0.811869
6     0.830934
7     0.840025
8     0.857828
9     0.855556
10    0.881818
11    0.880177
12    0.896843
13    0.902273
14    0.910732
15    0.913763
16    0.921465
17    0.917803
18    0.921717
19    0.932702
20    0.936237
21    0.937500
22    0.928535
23    0.944823
24    0.939520
25    0.940404
26    0.952652
27    0.947727
28    0.948737
29    0.957071
30    0.960101
31    0.955177
32    0.954672
33    0.951389
34    0.956061
35    0.959848
36    0.960480
37    0.959596
38    0.962247
39    0.955808
40    0.962879
41    0.962626
42    0.970960
43    0.972854
44    0.962626
45    0.962753
46    0.964268
47    0.965530
48    0.971591
49    0.966667

Validation Accuracies:
0     0.798990
1     0.808586
2     0.866667
3     0.860101
4     0.891414
5     0.887374
6     0.898990
7     0.903030
8     0.918182
9     0.924747
10    0.921212
11    0.935859
12    0.940909
13    0.944444
14    0.947475
15    0.962626
16    0.960101
17    0.952020
18    0.968182
19    0.968687
20    0.969192
21    0.968687
22    0.961616
23    0.964646
24    0.979293
25    0.970202
26    0.967172
27    0.978283
28    0.966667
29    0.975758
30    0.975758
31    0.975758
32    0.982323
33    0.967172
34    0.970707
35    0.967172
36    0.970202
37    0.979293
38    0.973232
39    0.970202
40    0.977778
41    0.984848
42    0.971212
43    0.972727
44    0.978283
45    0.976263
46    0.968182
47    0.967677
48    0.981313
49    0.978788

Train Losses:
0     1.239677
1     0.735476
2     0.610202
3     0.554364
4     0.511002
5     0.484740
6     0.444406
7     0.417423
8     0.383099
9     0.384143
10    0.327079
11    0.329858
12    0.287132
13    0.275261
14    0.262372
15    0.248770
16    0.224994
17    0.228766
18    0.215631
19    0.191202
20    0.186763
21    0.184117
22    0.208112
23    0.169008
24    0.168438
25    0.172622
26    0.148713
27    0.145274
28    0.146711
29    0.124798
30    0.124564
31    0.138039
32    0.131892
33    0.143853
34    0.132214
35    0.123738
36    0.117447
37    0.135352
38    0.117375
39    0.127544
40    0.112391
41    0.111257
42    0.086381
43    0.084079
44    0.112644
45    0.113808
46    0.110146
47    0.107413
48    0.088734
49    0.106852

Validation Losses:
0     0.539363
1     0.452024
2     0.346592
3     0.353756
4     0.289294
5     0.286624
6     0.272586
7     0.247158
8     0.224411
9     0.213923
10    0.200776
11    0.157145
12    0.167664
13    0.164724
14    0.142918
15    0.102969
16    0.107070
17    0.126906
18    0.091375
19    0.093860
20    0.085325
21    0.088476
22    0.096248
23    0.086710
24    0.064453
25    0.078104
26    0.074433
27    0.057720
28    0.091479
29    0.064267
30    0.068373
31    0.065916
32    0.050829
33    0.083275
34    0.081363
35    0.087428
36    0.100973
37    0.058800
38    0.068696
39    0.071625
40    0.055406
41    0.043946
42    0.089047
43    0.067045
44    0.065729
45    0.071299
46    0.083376
47    0.093423
48    0.047901
49    0.060319

