Train Accuracies:
0     0.480177
1     0.692045
2     0.729419
3     0.758965
4     0.783838
5     0.796591
6     0.805303
7     0.813131
8     0.833586
9     0.842803
10    0.853157
11    0.874747
12    0.883207
13    0.886490
14    0.906566
15    0.903535
16    0.912374
17    0.919823
18    0.923106
19    0.922854
20    0.930934
21    0.943939
22    0.933081
23    0.937753
24    0.938258
25    0.943434
26    0.941288
27    0.946338
28    0.950126
29    0.941793
30    0.943434
31    0.956313
32    0.950758
33    0.963384
34    0.951010
35    0.962879
36    0.958207
37    0.958081
38    0.960227
39    0.958965
40    0.956818
41    0.959343
42    0.967551
43    0.959596
44    0.963384
45    0.962247
46    0.971212
47    0.970833
48    0.970833
49    0.966540

Validation Accuracies:
0     0.786364
1     0.855051
2     0.847475
3     0.859596
4     0.869192
5     0.862121
6     0.871212
7     0.893939
8     0.897475
9     0.917677
10    0.922727
11    0.926263
12    0.911111
13    0.934848
14    0.914646
15    0.959596
16    0.943434
17    0.925758
18    0.948990
19    0.973232
20    0.972222
21    0.951010
22    0.943939
23    0.965657
24    0.970707
25    0.979798
26    0.972222
27    0.966667
28    0.982323
29    0.970202
30    0.986364
31    0.971717
32    0.970202
33    0.983838
34    0.978283
35    0.978283
36    0.961616
37    0.971212
38    0.975758
39    0.976768
40    0.971717
41    0.979293
42    0.978283
43    0.974242
44    0.982323
45    0.975253
46    0.988889
47    0.974242
48    0.982828
49    0.980303

Train Losses:
0     1.242791
1     0.718562
2     0.651310
3     0.581983
4     0.535961
5     0.526767
6     0.495499
7     0.458078
8     0.434245
9     0.405402
10    0.381591
11    0.345717
12    0.324377
13    0.314230
14    0.268256
15    0.264692
16    0.253670
17    0.229793
18    0.228045
19    0.221395
20    0.205699
21    0.167543
22    0.188660
23    0.177999
24    0.181956
25    0.162877
26    0.171710
27    0.160860
28    0.150026
29    0.169035
30    0.163520
31    0.134038
32    0.146853
33    0.107009
34    0.144430
35    0.112234
36    0.126451
37    0.128730
38    0.120606
39    0.125849
40    0.130426
41    0.120579
42    0.099255
43    0.121731
44    0.107623
45    0.126345
46    0.090935
47    0.092699
48    0.092921
49    0.103920

Validation Losses:
0     0.590724
1     0.401880
2     0.430119
3     0.369918
4     0.349313
5     0.339615
6     0.319058
7     0.292564
8     0.274717
9     0.226632
10    0.203618
11    0.189330
12    0.226729
13    0.167139
14    0.227254
15    0.128894
16    0.135064
17    0.186968
18    0.122431
19    0.075750
20    0.075227
21    0.127830
22    0.151561
23    0.088215
24    0.088420
25    0.053235
26    0.077930
27    0.089389
28    0.046911
29    0.093843
30    0.037948
31    0.078727
32    0.069419
33    0.040652
34    0.063654
35    0.062558
36    0.104643
37    0.070171
38    0.065233
39    0.066069
40    0.088252
41    0.057636
42    0.065074
43    0.058327
44    0.043510
45    0.085627
46    0.035942
47    0.083375
48    0.052408
49    0.059667

