Train Accuracies:
0     0.492929
1     0.684343
2     0.736616
3     0.770707
4     0.782323
5     0.802399
6     0.811742
7     0.833712
8     0.838005
9     0.860227
10    0.870581
11    0.871843
12    0.887500
13    0.895455
14    0.897348
15    0.905556
16    0.917929
17    0.921970
18    0.919066
19    0.924747
20    0.926136
21    0.937374
22    0.940530
23    0.941919
24    0.934848
25    0.933081
26    0.944823
27    0.944949
28    0.949369
29    0.956313
30    0.943939
31    0.956187
32    0.953409
33    0.963763
34    0.946843
35    0.953030
36    0.953914
37    0.959217
38    0.961490
39    0.963889
40    0.962753
41    0.964394
42    0.964141
43    0.960354
44    0.968561
45    0.966667
46    0.965404
47    0.968308
48    0.963131
49    0.964141

Validation Accuracies:
0     0.812121
1     0.834848
2     0.845960
3     0.859596
4     0.863131
5     0.842929
6     0.881313
7     0.862121
8     0.922222
9     0.923232
10    0.900505
11    0.945960
12    0.926768
13    0.942424
14    0.950000
15    0.955556
16    0.938889
17    0.954040
18    0.956566
19    0.965152
20    0.967172
21    0.967677
22    0.962121
23    0.966667
24    0.966162
25    0.968687
26    0.958586
27    0.974242
28    0.984343
29    0.964646
30    0.959596
31    0.985859
32    0.981818
33    0.981313
34    0.970202
35    0.965657
36    0.981313
37    0.981313
38    0.985354
39    0.983838
40    0.978788
41    0.982323
42    0.986869
43    0.973737
44    0.982828
45    0.984343
46    0.982323
47    0.957576
48    0.968182
49    0.964646

Train Losses:
0     1.236356
1     0.736454
2     0.632519
3     0.569841
4     0.536242
5     0.500322
6     0.467463
7     0.441376
8     0.427358
9     0.377442
10    0.352292
11    0.350695
12    0.314006
13    0.299337
14    0.278928
15    0.263983
16    0.240204
17    0.222234
18    0.234563
19    0.216638
20    0.211423
21    0.188145
22    0.182073
23    0.173597
24    0.182670
25    0.197125
26    0.154010
27    0.159604
28    0.150064
29    0.129613
30    0.163563
31    0.130796
32    0.145559
33    0.115767
34    0.159030
35    0.138709
36    0.131182
37    0.119677
38    0.124459
39    0.103910
40    0.102614
41    0.110983
42    0.097894
43    0.123862
44    0.094572
45    0.106395
46    0.105987
47    0.099226
48    0.110938
49    0.109728

Validation Losses:
0     0.532749
1     0.446156
2     0.387965
3     0.356762
4     0.343772
5     0.381759
6     0.317706
7     0.332466
8     0.244840
9     0.208279
10    0.278122
11    0.166589
12    0.185443
13    0.153541
14    0.123646
15    0.121242
16    0.146558
17    0.123451
18    0.118502
19    0.094878
20    0.090493
21    0.091630
22    0.096536
23    0.082755
24    0.094022
25    0.083702
26    0.110952
27    0.068819
28    0.052254
29    0.112192
30    0.121873
31    0.046035
32    0.059152
33    0.059394
34    0.077545
35    0.108598
36    0.053515
37    0.060413
38    0.046381
39    0.051059
40    0.060505
41    0.058738
42    0.049479
43    0.080717
44    0.050623
45    0.055080
46    0.051877
47    0.109956
48    0.090442
49    0.104601

