Train Accuracies:
0     0.485985
1     0.690909
2     0.742803
3     0.768308
4     0.778535
5     0.805934
6     0.817045
7     0.836364
8     0.844066
9     0.850505
10    0.863763
11    0.873611
12    0.880682
13    0.887753
14    0.910354
15    0.907955
16    0.905682
17    0.918434
18    0.929293
19    0.924747
20    0.933586
21    0.931439
22    0.933965
23    0.945076
24    0.939394
25    0.947096
26    0.945960
27    0.953914
28    0.949369
29    0.947601
30    0.953535
31    0.953030
32    0.952652
33    0.957071
34    0.953283
35    0.958081
36    0.965278
37    0.966288
38    0.962500
39    0.955556
40    0.960480
41    0.966288
42    0.966288
43    0.960354
44    0.969066
45    0.967929
46    0.965404
47    0.960859
48    0.970328
49    0.971086

Validation Accuracies:
0     0.731818
1     0.816667
2     0.854545
3     0.852020
4     0.847980
5     0.844949
6     0.869697
7     0.877273
8     0.878283
9     0.889394
10    0.885859
11    0.912121
12    0.883838
13    0.920202
14    0.943939
15    0.923737
16    0.928788
17    0.953030
18    0.962121
19    0.964141
20    0.963131
21    0.959091
22    0.952020
23    0.943434
24    0.953535
25    0.978788
26    0.972727
27    0.975253
28    0.958586
29    0.977778
30    0.973737
31    0.960606
32    0.974747
33    0.976768
34    0.971717
35    0.970202
36    0.975253
37    0.971717
38    0.974747
39    0.983333
40    0.967677
41    0.984848
42    0.973232
43    0.984343
44    0.980808
45    0.968182
46    0.978283
47    0.970202
48    0.987374
49    0.988384

Train Losses:
0     1.221429
1     0.730978
2     0.625951
3     0.562742
4     0.545129
5     0.491513
6     0.468206
7     0.426649
8     0.413433
9     0.396376
10    0.371468
11    0.346547
12    0.329228
13    0.305145
14    0.263336
15    0.259680
16    0.274166
17    0.228944
18    0.205314
19    0.215646
20    0.187078
21    0.199400
22    0.195286
23    0.170161
24    0.168993
25    0.160704
26    0.164220
27    0.138013
28    0.152032
29    0.150372
30    0.135793
31    0.133505
32    0.139829
33    0.126850
34    0.133219
35    0.127165
36    0.101285
37    0.098123
38    0.116526
39    0.131250
40    0.118783
41    0.105431
42    0.101567
43    0.115370
44    0.093097
45    0.102441
46    0.099138
47    0.113861
48    0.089462
49    0.098392

Validation Losses:
0     0.650715
1     0.451290
2     0.383337
3     0.387277
4     0.387737
5     0.389772
6     0.319075
7     0.300449
8     0.314087
9     0.287569
10    0.302280
11    0.241672
12    0.294458
13    0.203266
14    0.157797
15    0.199894
16    0.165746
17    0.126757
18    0.107633
19    0.091578
20    0.100905
21    0.107749
22    0.119448
23    0.147769
24    0.119366
25    0.065134
26    0.072777
27    0.064178
28    0.126354
29    0.063007
30    0.060945
31    0.115794
32    0.061401
33    0.069873
34    0.085338
35    0.081118
36    0.071038
37    0.078029
38    0.076774
39    0.054322
40    0.100790
41    0.041533
42    0.070076
43    0.058580
44    0.060166
45    0.093828
46    0.052416
47    0.083191
48    0.038007
49    0.036728

