Train Accuracies:
0     0.495960
1     0.702273
2     0.743813
3     0.775126
4     0.786490
5     0.805682
6     0.822601
7     0.830303
8     0.848485
9     0.852020
10    0.874495
11    0.876389
12    0.897348
13    0.904040
14    0.907828
15    0.920202
16    0.925379
17    0.930934
18    0.930177
19    0.930177
20    0.938258
21    0.939520
22    0.944318
23    0.943308
24    0.943939
25    0.947475
26    0.945960
27    0.951768
28    0.952146
29    0.953788
30    0.953409
31    0.960606
32    0.954672
33    0.960606
34    0.954798
35    0.953788
36    0.960227
37    0.959470
38    0.965909
39    0.968434
40    0.951641
41    0.969697
42    0.965909
43    0.963131
44    0.965025
45    0.967677
46    0.969571
47    0.968182
48    0.968182
49    0.967045

Validation Accuracies:
0     0.823232
1     0.812626
2     0.850000
3     0.845455
4     0.870707
5     0.881313
6     0.870707
7     0.893434
8     0.911616
9     0.911111
10    0.922222
11    0.921212
12    0.931313
13    0.932828
14    0.945455
15    0.945960
16    0.946970
17    0.932828
18    0.959091
19    0.955556
20    0.948485
21    0.970707
22    0.970707
23    0.965152
24    0.958081
25    0.951515
26    0.977778
27    0.964141
28    0.972727
29    0.950505
30    0.974242
31    0.971717
32    0.974747
33    0.966667
34    0.980303
35    0.970707
36    0.971212
37    0.979293
38    0.980808
39    0.982828
40    0.979293
41    0.951515
42    0.980303
43    0.985859
44    0.970202
45    0.970202
46    0.980303
47    0.971717
48    0.980303
49    0.981313

Train Losses:
0     1.211024
1     0.694294
2     0.617218
3     0.558398
4     0.528515
5     0.486945
6     0.461227
7     0.436578
8     0.401007
9     0.396071
10    0.343820
11    0.342242
12    0.280462
13    0.278260
14    0.258885
15    0.233848
16    0.217057
17    0.205943
18    0.197626
19    0.203243
20    0.181046
21    0.181550
22    0.157770
23    0.167040
24    0.161642
25    0.164572
26    0.157317
27    0.144465
28    0.136631
29    0.143490
30    0.140053
31    0.123906
32    0.141032
33    0.126646
34    0.132823
35    0.129748
36    0.116117
37    0.121334
38    0.100278
39    0.100492
40    0.136664
41    0.097851
42    0.111756
43    0.110757
44    0.105784
45    0.093742
46    0.100413
47    0.105758
48    0.093442
49    0.104249

Validation Losses:
0     0.512605
1     0.471002
2     0.418211
3     0.376796
4     0.357155
5     0.325327
6     0.331728
7     0.281636
8     0.244504
9     0.228700
10    0.207335
11    0.204537
12    0.189190
13    0.176498
14    0.151922
15    0.145903
16    0.138022
17    0.168756
18    0.111270
19    0.120538
20    0.124175
21    0.078730
22    0.078922
23    0.102709
24    0.109956
25    0.135480
26    0.070916
27    0.106638
28    0.076013
29    0.137691
30    0.078246
31    0.073511
32    0.068521
33    0.084729
34    0.056601
35    0.078211
36    0.078314
37    0.050726
38    0.051619
39    0.052035
40    0.054986
41    0.123019
42    0.060312
43    0.042157
44    0.076756
45    0.102334
46    0.057599
47    0.071769
48    0.050294
49    0.058294

