Train Accuracies:
0     0.445707
1     0.676515
2     0.722727
3     0.759217
4     0.769949
5     0.804672
6     0.808586
7     0.810732
8     0.814646
9     0.836869
10    0.846465
11    0.854672
12    0.867298
13    0.879040
14    0.881187
15    0.881818
16    0.897601
17    0.903662
18    0.914646
19    0.919823
20    0.927525
21    0.930682
22    0.936616
23    0.933712
24    0.941919
25    0.939394
26    0.942172
27    0.939268
28    0.945581
29    0.947096
30    0.948232
31    0.953662
32    0.952399
33    0.956944
34    0.954419
35    0.955303
36    0.959217
37    0.958712
38    0.966288
39    0.962374
40    0.960859
41    0.965278
42    0.960859
43    0.968561
44    0.960859
45    0.969318
46    0.968182
47    0.968056
48    0.975379
49    0.965152

Validation Accuracies:
0     0.826768
1     0.816162
2     0.829293
3     0.865657
4     0.873737
5     0.863636
6     0.834848
7     0.876263
8     0.891919
9     0.888384
10    0.899495
11    0.891414
12    0.918182
13    0.898485
14    0.909091
15    0.931818
16    0.889394
17    0.932323
18    0.947475
19    0.945455
20    0.956566
21    0.938384
22    0.958586
23    0.958586
24    0.950000
25    0.960101
26    0.969192
27    0.942424
28    0.970707
29    0.940909
30    0.960606
31    0.944444
32    0.958586
33    0.972222
34    0.971717
35    0.956566
36    0.954040
37    0.964646
38    0.938384
39    0.965152
40    0.974242
41    0.975253
42    0.978283
43    0.969697
44    0.982828
45    0.978788
46    0.957071
47    0.984848
48    0.974242
49    0.966667

Train Losses:
0     1.350574
1     0.749369
2     0.656106
3     0.586941
4     0.559376
5     0.501807
6     0.494900
7     0.486706
8     0.474452
9     0.429442
10    0.407630
11    0.389693
12    0.365223
13    0.328153
14    0.334391
15    0.323962
16    0.285506
17    0.274435
18    0.241902
19    0.242921
20    0.220432
21    0.206779
22    0.200881
23    0.186144
24    0.177056
25    0.181321
26    0.161390
27    0.182135
28    0.168738
29    0.155619
30    0.161076
31    0.151033
32    0.141861
33    0.133101
34    0.131709
35    0.135701
36    0.128726
37    0.126393
38    0.104335
39    0.118172
40    0.115237
41    0.104886
42    0.122514
43    0.101859
44    0.120217
45    0.103431
46    0.097558
47    0.097692
48    0.081531
49    0.109308

Validation Losses:
0     0.550383
1     0.465411
2     0.431969
3     0.374538
4     0.347526
5     0.336459
6     0.390470
7     0.313178
8     0.286134
9     0.271203
10    0.254592
11    0.289357
12    0.236106
13    0.255627
14    0.242475
15    0.168223
16    0.301384
17    0.169854
18    0.154361
19    0.147330
20    0.114726
21    0.145905
22    0.117975
23    0.108429
24    0.140642
25    0.110021
26    0.086591
27    0.148006
28    0.083403
29    0.158673
30    0.102189
31    0.145973
32    0.111252
33    0.075116
34    0.087842
35    0.126764
36    0.130191
37    0.112260
38    0.167199
39    0.090055
40    0.091501
41    0.075793
42    0.063360
43    0.096298
44    0.049701
45    0.048962
46    0.132568
47    0.041399
48    0.078541
49    0.103798

