Train Accuracies:
0     0.481187
1     0.692551
2     0.736742
3     0.754924
4     0.775126
5     0.789141
6     0.810480
7     0.810227
8     0.825000
9     0.829419
10    0.839520
11    0.845960
12    0.862500
13    0.875379
14    0.882071
15    0.896717
16    0.902020
17    0.904040
18    0.909217
19    0.910101
20    0.921970
21    0.927399
22    0.927525
23    0.930934
24    0.938889
25    0.939899
26    0.945076
27    0.940278
28    0.935859
29    0.948990
30    0.948485
31    0.958712
32    0.952399
33    0.949116
34    0.954672
35    0.952399
36    0.957576
37    0.953409
38    0.959975
39    0.958460
40    0.955556
41    0.956566
42    0.963258
43    0.967045
44    0.962374
45    0.960606
46    0.967172
47    0.966667
48    0.958207
49    0.973485

Validation Accuracies:
0     0.787879
1     0.819697
2     0.859091
3     0.846465
4     0.875758
5     0.880808
6     0.881313
7     0.862121
8     0.867677
9     0.871717
10    0.896970
11    0.902020
12    0.920202
13    0.923737
14    0.938889
15    0.951010
16    0.929798
17    0.951515
18    0.922222
19    0.963131
20    0.962121
21    0.943939
22    0.930303
23    0.955051
24    0.950505
25    0.940404
26    0.978283
27    0.980808
28    0.957071
29    0.969697
30    0.958081
31    0.970202
32    0.963131
33    0.978283
34    0.968182
35    0.961616
36    0.974242
37    0.983333
38    0.982828
39    0.976263
40    0.981313
41    0.968182
42    0.968182
43    0.979293
44    0.981818
45    0.983838
46    0.985859
47    0.986869
48    0.986364
49    0.981818

Train Losses:
0     1.238742
1     0.720884
2     0.628377
3     0.584191
4     0.553757
5     0.522459
6     0.484047
7     0.487307
8     0.449242
9     0.437964
10    0.414508
11    0.403522
12    0.366109
13    0.344156
14    0.331183
15    0.291088
16    0.275639
17    0.269997
18    0.256663
19    0.247469
20    0.223099
21    0.205415
22    0.206885
23    0.203834
24    0.183126
25    0.178820
26    0.164177
27    0.182009
28    0.188203
29    0.159210
30    0.151435
31    0.134015
32    0.143786
33    0.149100
34    0.137960
35    0.141245
36    0.125959
37    0.137404
38    0.131858
39    0.133807
40    0.124220
41    0.131097
42    0.112393
43    0.099441
44    0.116074
45    0.123639
46    0.099570
47    0.104553
48    0.129006
49    0.085453

Validation Losses:
0     0.554348
1     0.476984
2     0.365452
3     0.392610
4     0.347958
5     0.319586
6     0.316700
7     0.348862
8     0.331551
9     0.309598
10    0.283519
11    0.253165
12    0.217563
13    0.214859
14    0.170886
15    0.143956
16    0.179972
17    0.144736
18    0.197244
19    0.104642
20    0.097255
21    0.175468
22    0.193126
23    0.119345
24    0.127645
25    0.159231
26    0.066723
27    0.059840
28    0.117048
29    0.085218
30    0.112185
31    0.074513
32    0.096951
33    0.058674
34    0.086977
35    0.108097
36    0.073507
37    0.042750
38    0.047557
39    0.066697
40    0.059027
41    0.086616
42    0.082165
43    0.050291
44    0.053955
45    0.041939
46    0.039482
47    0.038773
48    0.037867
49    0.052966

