Train Accuracies:
0     0.420833
1     0.672727
2     0.721212
3     0.752273
4     0.771338
5     0.788510
6     0.797096
7     0.814773
8     0.829798
9     0.833586
10    0.842677
11    0.846591
12    0.851010
13    0.869066
14    0.888636
15    0.881818
16    0.899874
17    0.911869
18    0.907955
19    0.910480
20    0.925126
21    0.918056
22    0.937374
23    0.930934
24    0.933838
25    0.941162
26    0.945455
27    0.941288
28    0.949874
29    0.944571
30    0.954167
31    0.950379
32    0.941414
33    0.961111
34    0.955808
35    0.952273
36    0.958081
37    0.957071
38    0.960606
39    0.954419
40    0.961237
41    0.958586
42    0.959596
43    0.961364
44    0.964141
45    0.958460
46    0.965530
47    0.960985
48    0.968687
49    0.968182

Validation Accuracies:
0     0.826263
1     0.809091
2     0.842929
3     0.860606
4     0.851515
5     0.871717
6     0.874242
7     0.870707
8     0.875758
9     0.896970
10    0.902020
11    0.906566
12    0.912121
13    0.921717
14    0.931313
15    0.885354
16    0.957071
17    0.951515
18    0.952020
19    0.965152
20    0.962121
21    0.974747
22    0.965657
23    0.938384
24    0.955556
25    0.974747
26    0.981818
27    0.978788
28    0.982828
29    0.949495
30    0.977778
31    0.972222
32    0.978283
33    0.978788
34    0.965152
35    0.978788
36    0.958586
37    0.979798
38    0.972727
39    0.976263
40    0.974747
41    0.975758
42    0.983838
43    0.986364
44    0.985354
45    0.979293
46    0.965152
47    0.983838
48    0.986364
49    0.981818

Train Losses:
0     1.367422
1     0.754300
2     0.657106
3     0.602941
4     0.559672
5     0.534787
6     0.503631
7     0.469824
8     0.444514
9     0.422557
10    0.416447
11    0.399169
12    0.397454
13    0.358121
14    0.319914
15    0.317120
16    0.285535
17    0.249839
18    0.253218
19    0.252523
20    0.216333
21    0.241173
22    0.189998
23    0.195022
24    0.183427
25    0.176523
26    0.159619
27    0.172047
28    0.147596
29    0.156202
30    0.131846
31    0.152257
32    0.176235
33    0.121463
34    0.137882
35    0.134519
36    0.125494
37    0.124252
38    0.128314
39    0.137790
40    0.119198
41    0.126786
42    0.121484
43    0.118193
44    0.108166
45    0.125071
46    0.107590
47    0.117013
48    0.091082
49    0.095638

Validation Losses:
0     0.545393
1     0.489187
2     0.400496
3     0.396269
4     0.361071
5     0.351066
6     0.334500
7     0.319100
8     0.328413
9     0.266349
10    0.256581
11    0.258539
12    0.251030
13    0.203263
14    0.180181
15    0.281257
16    0.129632
17    0.139287
18    0.138711
19    0.101591
20    0.099704
21    0.081220
22    0.087913
23    0.163939
24    0.119798
25    0.069406
26    0.058998
27    0.066629
28    0.051226
29    0.125847
30    0.056526
31    0.075853
32    0.057969
33    0.060315
34    0.088568
35    0.057235
36    0.107981
37    0.054019
38    0.085593
39    0.059097
40    0.068383
41    0.056586
42    0.054086
43    0.044030
44    0.047184
45    0.053313
46    0.095162
47    0.045276
48    0.051217
49    0.045450

