Train Accuracies:
0     0.457955
1     0.679419
2     0.734091
3     0.753662
4     0.772980
5     0.797854
6     0.813636
7     0.820328
8     0.835859
9     0.845328
10    0.855429
11    0.871970
12    0.872475
13    0.888131
14    0.893561
15    0.908333
16    0.913258
17    0.921338
18    0.925000
19    0.927146
20    0.929040
21    0.935227
22    0.937626
23    0.944949
24    0.939899
25    0.952652
26    0.948106
27    0.940530
28    0.947727
29    0.949621
30    0.944697
31    0.952778
32    0.959091
33    0.959091
34    0.956061
35    0.962500
36    0.949242
37    0.961616
38    0.960354
39    0.967298
40    0.958586
41    0.966540
42    0.960985
43    0.965404
44    0.958965
45    0.960732
46    0.965278
47    0.971970
48    0.967677
49    0.966035

Validation Accuracies:
0     0.715657
1     0.824242
2     0.834848
3     0.850000
4     0.840404
5     0.871212
6     0.870707
7     0.878788
8     0.889394
9     0.895960
10    0.903030
11    0.920202
12    0.928283
13    0.833333
14    0.938384
15    0.951515
16    0.951515
17    0.961111
18    0.926263
19    0.964141
20    0.955051
21    0.961111
22    0.966667
23    0.956061
24    0.971717
25    0.915657
26    0.972727
27    0.968182
28    0.940909
29    0.963131
30    0.965152
31    0.970707
32    0.965152
33    0.963636
34    0.950000
35    0.979798
36    0.971717
37    0.968182
38    0.972222
39    0.982323
40    0.977778
41    0.975253
42    0.960606
43    0.967677
44    0.980808
45    0.980303
46    0.973737
47    0.967677
48    0.980303
49    0.972727

Train Losses:
0     1.296248
1     0.743770
2     0.645476
3     0.593456
4     0.550442
5     0.507304
6     0.477539
7     0.464354
8     0.435721
9     0.413922
10    0.383617
11    0.352364
12    0.351552
13    0.315454
14    0.296867
15    0.256842
16    0.249374
17    0.230121
18    0.219947
19    0.215083
20    0.201927
21    0.193425
22    0.182450
23    0.170088
24    0.173785
25    0.143504
26    0.158398
27    0.174778
28    0.154313
29    0.142595
30    0.174865
31    0.138456
32    0.129913
33    0.126090
34    0.136764
35    0.112030
36    0.146781
37    0.117781
38    0.119162
39    0.102747
40    0.128026
41    0.107156
42    0.115959
43    0.103185
44    0.122477
45    0.123341
46    0.109262
47    0.086208
48    0.095304
49    0.100372

Validation Losses:
0     0.663164
1     0.452751
2     0.438678
3     0.396699
4     0.392868
5     0.319277
6     0.327303
7     0.315555
8     0.287687
9     0.285742
10    0.256419
11    0.209250
12    0.196849
13    0.406476
14    0.172135
15    0.132776
16    0.133526
17    0.122895
18    0.186970
19    0.106516
20    0.120789
21    0.090906
22    0.094602
23    0.118474
24    0.081814
25    0.253756
26    0.078465
27    0.098869
28    0.164556
29    0.103825
30    0.096424
31    0.076221
32    0.087078
33    0.099702
34    0.122990
35    0.063700
36    0.069185
37    0.090724
38    0.076061
39    0.050716
40    0.068816
41    0.064489
42    0.132957
43    0.089917
44    0.057112
45    0.068909
46    0.077225
47    0.088845
48    0.049310
49    0.083568

