Train Accuracies:
0     0.651136
1     0.806692
2     0.835101
3     0.865152
4     0.885732
5     0.890530
6     0.904672
7     0.913889
8     0.927904
9     0.925631
10    0.932323
11    0.929545
12    0.939394
13    0.942551
14    0.936364
15    0.943813
16    0.947727
17    0.950631
18    0.952652
19    0.945076
20    0.941667
21    0.946086
22    0.956944
23    0.953283
24    0.957955
25    0.948737
26    0.950758
27    0.963763
28    0.961490
29    0.956187
30    0.954545
31    0.954672
32    0.955934
33    0.964646
34    0.966414
35    0.971212
36    0.963384
37    0.962753
38    0.958081
39    0.954924
40    0.970833
41    0.968939
42    0.976515
43    0.974116
44    0.974242
45    0.963763
46    0.973864
47    0.974369
48    0.966288
49    0.972727

Validation Accuracies:
0     0.797475
1     0.804545
2     0.841414
3     0.888384
4     0.747980
5     0.894949
6     0.911111
7     0.845455
8     0.955051
9     0.907071
10    0.829798
11    0.958081
12    0.965152
13    0.925758
14    0.959596
15    0.963636
16    0.890909
17    0.973737
18    0.952020
19    0.933838
20    0.965152
21    0.959091
22    0.950505
23    0.945960
24    0.969697
25    0.967677
26    0.967172
27    0.946465
28    0.938384
29    0.952020
30    0.975253
31    0.932323
32    0.962626
33    0.903535
34    0.962121
35    0.965152
36    0.910101
37    0.947475
38    0.959091
39    0.938384
40    0.938384
41    0.962626
42    0.990404
43    0.894949
44    0.966162
45    0.962626
46    0.962626
47    0.906061
48    0.973737
49    0.956061

Train Losses:
0     3.446770
1     0.473666
2     0.429414
3     0.352477
4     0.308102
5     0.297769
6     0.267287
7     0.241918
8     0.209101
9     0.208749
10    0.199622
11    0.198307
12    0.176559
13    0.175225
14    0.181338
15    0.160401
16    0.158375
17    0.143866
18    0.146532
19    0.165467
20    0.174196
21    0.166710
22    0.138030
23    0.149113
24    0.131884
25    0.161209
26    0.155538
27    0.111298
28    0.117658
29    0.124808
30    0.138075
31    0.128282
32    0.146396
33    0.102812
34    0.111216
35    0.089941
36    0.105692
37    0.109480
38    0.136247
39    0.134219
40    0.094236
41    0.090540
42    0.069919
43    0.086485
44    0.076965
45    0.109257
46    0.083786
47    0.084457
48    0.097461
49    0.087649

Validation Losses:
0     0.496674
1     0.491779
2     0.444395
3     0.302036
4     0.823900
5     0.271990
6     0.243974
7     0.383728
8     0.139460
9     0.222176
10    0.491651
11    0.129896
12    0.128733
13    0.231439
14    0.097810
15    0.116971
16    0.298742
17    0.075650
18    0.134722
19    0.202744
20    0.103690
21    0.120641
22    0.188497
23    0.148033
24    0.094937
25    0.119832
26    0.112233
27    0.160456
28    0.197090
29    0.171371
30    0.081706
31    0.376164
32    0.110072
33    0.238228
34    0.108406
35    0.118839
36    0.299220
37    0.138647
38    0.122378
39    0.185995
40    0.154673
41    0.088096
42    0.034911
43    0.307932
44    0.145371
45    0.137833
46    0.114493
47    0.477042
48    0.096690
49    0.109577

