Train Accuracies:
0     0.661616
1     0.817677
2     0.863131
3     0.876641
4     0.882702
5     0.900126
6     0.909343
7     0.914015
8     0.923990
9     0.933838
10    0.923864
11    0.923990
12    0.933081
13    0.939899
14    0.940152
15    0.932576
16    0.941162
17    0.945960
18    0.940783
19    0.942424
20    0.952020
21    0.943308
22    0.937247
23    0.946086
24    0.944949
25    0.952146
26    0.946465
27    0.956187
28    0.943561
29    0.956944
30    0.964899
31    0.954798
32    0.953914
33    0.955429
34    0.962626
35    0.957576
36    0.961869
37    0.964646
38    0.967677
39    0.961869
40    0.955051
41    0.968182
42    0.968182
43    0.963763
44    0.967677
45    0.961111
46    0.973106
47    0.966414
48    0.970202
49    0.968813

Validation Accuracies:
0     0.826768
1     0.857576
2     0.887374
3     0.872727
4     0.772222
5     0.942424
6     0.810101
7     0.905556
8     0.946970
9     0.917677
10    0.921717
11    0.939394
12    0.840909
13    0.912121
14    0.935859
15    0.931818
16    0.976768
17    0.887879
18    0.931313
19    0.919192
20    0.949495
21    0.958081
22    0.963636
23    0.915657
24    0.971717
25    0.959091
26    0.959091
27    0.936869
28    0.958586
29    0.946465
30    0.972222
31    0.945960
32    0.943434
33    0.951010
34    0.962626
35    0.941414
36    0.940404
37    0.933333
38    0.974242
39    0.974747
40    0.974242
41    0.974747
42    0.936869
43    0.970707
44    0.981818
45    0.945960
46    0.945455
47    0.964646
48    0.967677
49    0.902020

Train Losses:
0     3.769894
1     0.449887
2     0.352027
3     0.315822
4     0.314910
5     0.267151
6     0.240887
7     0.240983
8     0.215254
9     0.175063
10    0.216201
11    0.204570
12    0.179164
13    0.165834
14    0.167073
15    0.175143
16    0.167270
17    0.152078
18    0.167579
19    0.157687
20    0.132250
21    0.160478
22    0.192873
23    0.154589
24    0.151576
25    0.136201
26    0.148737
27    0.120645
28    0.158313
29    0.122604
30    0.099398
31    0.129999
32    0.130632
33    0.117401
34    0.108267
35    0.120792
36    0.102850
37    0.104064
38    0.092009
39    0.105500
40    0.124172
41    0.094108
42    0.085743
43    0.104558
44    0.087058
45    0.112266
46    0.079475
47    0.093764
48    0.096355
49    0.088006

Validation Losses:
0     0.426586
1     0.347374
2     0.286630
3     0.335498
4     0.659183
5     0.151625
6     0.563463
7     0.261344
8     0.159712
9     0.216160
10    0.233470
11    0.175041
12    0.475692
13    0.249027
14    0.207654
15    0.205268
16    0.078941
17    0.293359
18    0.168929
19    0.182763
20    0.132418
21    0.141331
22    0.107342
23    0.244168
24    0.085297
25    0.117042
26    0.116099
27    0.138559
28    0.109832
29    0.174204
30    0.073698
31    0.170791
32    0.148641
33    0.149042
34    0.122655
35    0.153516
36    0.147264
37    0.188804
38    0.074614
39    0.081886
40    0.074484
41    0.072427
42    0.217362
43    0.090424
44    0.051782
45    0.123543
46    0.169886
47    0.097300
48    0.094665
49    0.289082

