Train Accuracies:
0     0.678157
1     0.805051
2     0.853662
3     0.862247
4     0.881692
5     0.895581
6     0.883965
7     0.911111
8     0.903283
9     0.909722
10    0.925379
11    0.924621
12    0.927778
13    0.918434
14    0.929545
15    0.933207
16    0.936490
17    0.937753
18    0.923485
19    0.940783
20    0.937879
21    0.947980
22    0.942298
23    0.948232
24    0.945328
25    0.942172
26    0.951768
27    0.948864
28    0.955934
29    0.950884
30    0.952904
31    0.951894
32    0.955429
33    0.955682
34    0.949747
35    0.946338
36    0.964015
37    0.964015
38    0.963131
39    0.969444
40    0.963131
41    0.964268
42    0.970833
43    0.966162
44    0.977273
45    0.963636
46    0.970707
47    0.969571
48    0.957955
49    0.972222

Validation Accuracies:
0     0.720707
1     0.817677
2     0.846465
3     0.846465
4     0.820202
5     0.906566
6     0.916162
7     0.865657
8     0.898990
9     0.903030
10    0.901010
11    0.911111
12    0.897475
13    0.922727
14    0.886869
15    0.851010
16    0.927273
17    0.963636
18    0.926263
19    0.918182
20    0.940404
21    0.953535
22    0.931818
23    0.945455
24    0.931313
25    0.955051
26    0.971717
27    0.968182
28    0.953030
29    0.941919
30    0.964646
31    0.955556
32    0.953535
33    0.950505
34    0.931313
35    0.956061
36    0.969697
37    0.970707
38    0.977273
39    0.920202
40    0.963636
41    0.948990
42    0.928788
43    0.969192
44    0.959091
45    0.962626
46    0.963636
47    0.973737
48    0.969697
49    0.964646

Train Losses:
0     2.508287
1     0.490391
2     0.376542
3     0.354651
4     0.313873
5     0.276751
6     0.303022
7     0.232340
8     0.252774
9     0.242231
10    0.194388
11    0.204052
12    0.196886
13    0.207461
14    0.187934
15    0.174906
16    0.180702
17    0.174865
18    0.218864
19    0.161803
20    0.171780
21    0.138376
22    0.166986
23    0.142968
24    0.156875
25    0.169187
26    0.138337
27    0.147595
28    0.127709
29    0.137982
30    0.131900
31    0.130550
32    0.121187
33    0.129271
34    0.137713
35    0.159635
36    0.100790
37    0.099011
38    0.100659
39    0.088372
40    0.101906
41    0.100899
42    0.083962
43    0.094147
44    0.069977
45    0.102015
46    0.083193
47    0.088934
48    0.112892
49    0.084050

Validation Losses:
0     0.634138
1     0.466119
2     0.390137
3     0.375002
4     0.429419
5     0.245290
6     0.235838
7     0.335048
8     0.305527
9     0.268529
10    0.256631
11    0.251638
12    0.261520
13    0.218702
14    0.304654
15    0.468277
16    0.201571
17    0.127413
18    0.189230
19    0.208866
20    0.182575
21    0.146022
22    0.183135
23    0.148282
24    0.211633
25    0.106934
26    0.086391
27    0.091789
28    0.124970
29    0.174119
30    0.114872
31    0.121761
32    0.166434
33    0.117900
34    0.194871
35    0.134106
36    0.090945
37    0.072070
38    0.065808
39    0.259046
40    0.106162
41    0.223019
42    0.220713
43    0.083664
44    0.119455
45    0.091307
46    0.098324
47    0.071452
48    0.099662
49    0.102092

