Train Accuracies:
0     0.645076
1     0.819318
2     0.844823
3     0.857197
4     0.867551
5     0.884975
6     0.901136
7     0.901010
8     0.908333
9     0.919823
10    0.923611
11    0.927399
12    0.933333
13    0.929419
14    0.912753
15    0.939268
16    0.949874
17    0.933965
18    0.928409
19    0.920455
20    0.945202
21    0.942929
22    0.949495
23    0.951136
24    0.937500
25    0.957449
26    0.957323
27    0.945833
28    0.947980
29    0.949116
30    0.963510
31    0.958712
32    0.955556
33    0.947980
34    0.954924
35    0.958712
36    0.955556
37    0.956818
38    0.959470
39    0.963258
40    0.963005
41    0.972980
42    0.966540
43    0.965278
44    0.965025
45    0.957828
46    0.961869
47    0.973106
48    0.966035
49    0.971212

Validation Accuracies:
0     0.777273
1     0.871212
2     0.824242
3     0.885859
4     0.893939
5     0.910101
6     0.867172
7     0.910606
8     0.902525
9     0.913636
10    0.935859
11    0.904040
12    0.959091
13    0.808586
14    0.928788
15    0.959596
16    0.933333
17    0.893939
18    0.925758
19    0.940909
20    0.935859
21    0.930303
22    0.955556
23    0.911111
24    0.944444
25    0.948990
26    0.971212
27    0.948990
28    0.952020
29    0.964646
30    0.865657
31    0.981818
32    0.927273
33    0.947980
34    0.962626
35    0.957576
36    0.952525
37    0.938889
38    0.933838
39    0.967172
40    0.950000
41    0.958081
42    0.963636
43    0.945455
44    0.949495
45    0.963636
46    0.960606
47    0.976768
48    0.958586
49    0.962121

Train Losses:
0     2.759363
1     0.456511
2     0.392492
3     0.371368
4     0.343963
5     0.296479
6     0.263330
7     0.275397
8     0.249267
9     0.214903
10    0.215031
11    0.188508
12    0.178826
13    0.189981
14    0.234714
15    0.165367
16    0.142191
17    0.182538
18    0.194676
19    0.238653
20    0.157421
21    0.156612
22    0.142515
23    0.140621
24    0.177253
25    0.120526
26    0.122397
27    0.153833
28    0.144349
29    0.138619
30    0.100620
31    0.115049
32    0.126944
33    0.140863
34    0.118957
35    0.126340
36    0.125075
37    0.123435
38    0.113597
39    0.097141
40    0.107554
41    0.073501
42    0.094180
43    0.100316
44    0.102465
45    0.119143
46    0.100094
47    0.076062
48    0.095488
49    0.083938

Validation Losses:
0     0.546486
1     0.335074
2     0.456167
3     0.302177
4     0.298928
5     0.229266
6     0.342390
7     0.213674
8     0.240064
9     0.222300
10    0.191824
11    0.256200
12    0.102018
13    0.606562
14    0.207083
15    0.119209
16    0.184587
17    0.242927
18    0.198867
19    0.192308
20    0.205981
21    0.179121
22    0.114328
23    0.225012
24    0.137399
25    0.133563
26    0.071598
27    0.138940
28    0.145002
29    0.098779
30    0.463265
31    0.053071
32    0.206384
33    0.173849
34    0.113225
35    0.136192
36    0.149268
37    0.163473
38    0.195523
39    0.088972
40    0.132474
41    0.129415
42    0.126035
43    0.158154
44    0.153202
45    0.091787
46    0.111420
47    0.060302
48    0.113280
49    0.108116

