Train Accuracies:
0     0.648990
1     0.826641
2     0.860227
3     0.867424
4     0.888510
5     0.902904
6     0.903788
7     0.913258
8     0.916667
9     0.925253
10    0.926263
11    0.933207
12    0.927904
13    0.946843
14    0.940657
15    0.942929
16    0.929924
17    0.939646
18    0.933081
19    0.940783
20    0.951641
21    0.946717
22    0.951768
23    0.952399
24    0.946338
25    0.944823
26    0.956692
27    0.961237
28    0.948737
29    0.946338
30    0.965152
31    0.959722
32    0.959722
33    0.961869
34    0.959343
35    0.966035
36    0.947601
37    0.960227
38    0.955429
39    0.962879
40    0.972601
41    0.970581
42    0.972222
43    0.959596
44    0.963510
45    0.964268
46    0.967298
47    0.971717
48    0.972980
49    0.968056

Validation Accuracies:
0     0.797980
1     0.859596
2     0.742929
3     0.909596
4     0.918687
5     0.897980
6     0.914141
7     0.942424
8     0.904545
9     0.924242
10    0.871717
11    0.915152
12    0.877778
13    0.915657
14    0.944949
15    0.947980
16    0.950000
17    0.922222
18    0.897475
19    0.967172
20    0.935859
21    0.959596
22    0.935354
23    0.834848
24    0.931818
25    0.964141
26    0.916162
27    0.944444
28    0.951515
29    0.963131
30    0.964141
31    0.946970
32    0.934848
33    0.957071
34    0.941414
35    0.931313
36    0.950505
37    0.948990
38    0.971717
39    0.955051
40    0.973232
41    0.974242
42    0.916162
43    0.946970
44    0.963636
45    0.976263
46    0.960606
47    0.978283
48    0.980808
49    0.957576

Train Losses:
0     3.223966
1     0.449160
2     0.364524
3     0.341914
4     0.290417
5     0.263360
6     0.250479
7     0.229284
8     0.220305
9     0.198334
10    0.192226
11    0.183407
12    0.195237
13    0.144370
14    0.163319
15    0.159266
16    0.180972
17    0.161732
18    0.177694
19    0.159849
20    0.136143
21    0.150498
22    0.143029
23    0.125197
24    0.155496
25    0.148356
26    0.118255
27    0.123101
28    0.135577
29    0.149570
30    0.102860
31    0.112437
32    0.111488
33    0.107084
34    0.116685
35    0.102549
36    0.158572
37    0.113580
38    0.124495
39    0.115234
40    0.081348
41    0.084823
42    0.080879
43    0.112197
44    0.101807
45    0.106653
46    0.100246
47    0.079415
48    0.077122
49    0.086140

Validation Losses:
0     0.470709
1     0.350763
2     0.711003
3     0.260610
4     0.221366
5     0.284506
6     0.226696
7     0.166741
8     0.269280
9     0.237263
10    0.321831
11    0.225637
12    0.303947
13    0.217250
14    0.158072
15    0.145046
16    0.123532
17    0.264232
18    0.223784
19    0.098213
20    0.169407
21    0.106998
22    0.193996
23    0.445421
24    0.203810
25    0.088007
26    0.242263
27    0.141219
28    0.131615
29    0.116835
30    0.094634
31    0.146306
32    0.182417
33    0.121309
34    0.166748
35    0.241902
36    0.128197
37    0.162892
38    0.077095
39    0.117800
40    0.078082
41    0.062381
42    0.226574
43    0.136632
44    0.117408
45    0.079224
46    0.095158
47    0.061021
48    0.061197
49    0.112203

