Train Accuracies:
0     0.640152
1     0.816793
2     0.834975
3     0.861237
4     0.862753
5     0.878409
6     0.891162
7     0.896086
8     0.909596
9     0.906313
10    0.928662
11    0.937121
12    0.914141
13    0.913258
14    0.940152
15    0.931566
16    0.940783
17    0.940404
18    0.948232
19    0.946591
20    0.934343
21    0.944949
22    0.939141
23    0.948106
24    0.947475
25    0.944066
26    0.953914
27    0.951136
28    0.956818
29    0.953914
30    0.944192
31    0.959217
32    0.958460
33    0.955808
34    0.958965
35    0.966288
36    0.964015
37    0.967803
38    0.965783
39    0.960732
40    0.972475
41    0.957071
42    0.967551
43    0.966919
44    0.967803
45    0.973611
46    0.971086
47    0.962500
48    0.968308
49    0.970455

Validation Accuracies:
0     0.727273
1     0.802020
2     0.873737
3     0.813636
4     0.858586
5     0.886364
6     0.873232
7     0.924747
8     0.955051
9     0.930808
10    0.933333
11    0.956061
12    0.869192
13    0.917677
14    0.897475
15    0.938889
16    0.956061
17    0.952020
18    0.939899
19    0.957071
20    0.909091
21    0.921717
22    0.952525
23    0.960606
24    0.966667
25    0.957071
26    0.963131
27    0.949495
28    0.977273
29    0.958081
30    0.924242
31    0.940404
32    0.878788
33    0.942929
34    0.965152
35    0.955556
36    0.966162
37    0.907576
38    0.947475
39    0.932323
40    0.958586
41    0.906061
42    0.977778
43    0.971212
44    0.970202
45    0.975253
46    0.927778
47    0.965152
48    0.977273
49    0.953030

Train Losses:
0     2.813081
1     0.448901
2     0.418126
3     0.350588
4     0.361735
5     0.303956
6     0.286398
7     0.265960
8     0.233286
9     0.250196
10    0.194063
11    0.170275
12    0.234929
13    0.238863
14    0.171393
15    0.180443
16    0.167257
17    0.168621
18    0.141457
19    0.149627
20    0.184201
21    0.155155
22    0.158113
23    0.145697
24    0.149912
25    0.159462
26    0.138874
27    0.130859
28    0.125468
29    0.124984
30    0.158621
31    0.113411
32    0.117677
33    0.125138
34    0.112826
35    0.101954
36    0.097715
37    0.093369
38    0.100366
39    0.106526
40    0.081785
41    0.111778
42    0.088304
43    0.093917
44    0.090506
45    0.074578
46    0.085806
47    0.103797
48    0.091566
49    0.087950

Validation Losses:
0     0.711714
1     0.494243
2     0.325447
3     0.448931
4     0.350461
5     0.287091
6     0.353483
7     0.196396
8     0.133072
9     0.190108
10    0.201369
11    0.119047
12    0.315018
13    0.214929
14    0.258467
15    0.167531
16    0.120596
17    0.126509
18    0.168301
19    0.103956
20    0.256077
21    0.247886
22    0.138377
23    0.124817
24    0.103531
25    0.124215
26    0.102096
27    0.136730
28    0.063464
29    0.119087
30    0.187245
31    0.159107
32    0.314854
33    0.152719
34    0.085234
35    0.111602
36    0.094691
37    0.303136
38    0.150339
39    0.205629
40    0.107429
41    0.237183
42    0.064360
43    0.074295
44    0.080353
45    0.072019
46    0.225516
47    0.096710
48    0.061020
49    0.133309

