Train Accuracies:
0     0.650379
1     0.827146
2     0.846717
3     0.869318
4     0.880682
5     0.897727
6     0.895960
7     0.923737
8     0.925758
9     0.924116
10    0.930051
11    0.928409
12    0.930303
13    0.937626
14    0.940657
15    0.933333
16    0.937247
17    0.941162
18    0.949747
19    0.944697
20    0.948990
21    0.941540
22    0.948359
23    0.949116
24    0.955429
25    0.947348
26    0.949495
27    0.950126
28    0.951641
29    0.955556
30    0.957449
31    0.956818
32    0.955934
33    0.965278
34    0.952020
35    0.969318
36    0.957955
37    0.962247
38    0.958838
39    0.964141
40    0.966540
41    0.954672
42    0.966035
43    0.967045
44    0.964899
45    0.972096
46    0.968308
47    0.959343
48    0.961490
49    0.966288

Validation Accuracies:
0     0.793434
1     0.737374
2     0.894444
3     0.889899
4     0.851515
5     0.935859
6     0.908081
7     0.931818
8     0.892424
9     0.965152
10    0.927273
11    0.832828
12    0.965657
13    0.946970
14    0.967172
15    0.960101
16    0.954545
17    0.911111
18    0.960606
19    0.956566
20    0.946465
21    0.946465
22    0.926263
23    0.944444
24    0.973737
25    0.954545
26    0.964141
27    0.978788
28    0.949495
29    0.945960
30    0.970707
31    0.960606
32    0.948990
33    0.965152
34    0.959596
35    0.978788
36    0.964141
37    0.970202
38    0.941919
39    0.959596
40    0.983333
41    0.960606
42    0.972727
43    0.972727
44    0.960606
45    0.936364
46    0.953535
47    0.957071
48    0.963131
49    0.981313

Train Losses:
0     3.901895
1     0.435490
2     0.384030
3     0.337244
4     0.317645
5     0.268029
6     0.270295
7     0.203101
8     0.195604
9     0.199035
10    0.190272
11    0.194004
12    0.197212
13    0.165764
14    0.159903
15    0.188732
16    0.161344
17    0.160328
18    0.136944
19    0.153290
20    0.143035
21    0.156425
22    0.142921
23    0.137146
24    0.120565
25    0.144309
26    0.140413
27    0.131618
28    0.138451
29    0.123587
30    0.118811
31    0.121230
32    0.112216
33    0.102972
34    0.129038
35    0.086976
36    0.121715
37    0.105596
38    0.113290
39    0.101501
40    0.090644
41    0.130393
42    0.091760
43    0.094504
44    0.095260
45    0.078919
46    0.089765
47    0.116157
48    0.101833
49    0.092405

Validation Losses:
0     0.505803
1     0.629864
2     0.264069
3     0.281476
4     0.348151
5     0.171991
6     0.232773
7     0.170581
8     0.292721
9     0.102839
10    0.211816
11    0.556571
12    0.099068
13    0.131754
14    0.098206
15    0.103867
16    0.121635
17    0.273815
18    0.116428
19    0.117113
20    0.156505
21    0.129565
22    0.171761
23    0.140594
24    0.066903
25    0.117064
26    0.103013
27    0.068162
28    0.147229
29    0.158936
30    0.084416
31    0.108345
32    0.146388
33    0.095893
34    0.120913
35    0.062457
36    0.104658
37    0.084153
38    0.185863
39    0.117519
40    0.047452
41    0.123834
42    0.071276
43    0.088197
44    0.104020
45    0.189242
46    0.133905
47    0.112302
48    0.107587
49    0.050334

