Train Accuracies:
0     0.629419
1     0.819949
2     0.850253
3     0.873737
4     0.891540
5     0.903409
6     0.903535
7     0.913636
8     0.919823
9     0.924242
10    0.918056
11    0.932197
12    0.923359
13    0.940404
14    0.934722
15    0.938258
16    0.935354
17    0.929545
18    0.939646
19    0.948611
20    0.952399
21    0.946717
22    0.952273
23    0.939268
24    0.944949
25    0.942677
26    0.956944
27    0.953157
28    0.958333
29    0.954545
30    0.962879
31    0.958081
32    0.953409
33    0.961111
34    0.955556
35    0.961111
36    0.963005
37    0.965657
38    0.967929
39    0.960859
40    0.963889
41    0.967551
42    0.966793
43    0.964899
44    0.967677
45    0.972727
46    0.969444
47    0.970076
48    0.963510
49    0.973864

Validation Accuracies:
0     0.813131
1     0.822222
2     0.826768
3     0.882828
4     0.868687
5     0.884343
6     0.883838
7     0.890404
8     0.939394
9     0.888889
10    0.935859
11    0.854040
12    0.941414
13    0.918687
14    0.954545
15    0.931313
16    0.878788
17    0.910606
18    0.960606
19    0.911616
20    0.964141
21    0.967172
22    0.929798
23    0.935354
24    0.951515
25    0.922727
26    0.963636
27    0.943939
28    0.968182
29    0.955051
30    0.966667
31    0.960606
32    0.961111
33    0.948485
34    0.934848
35    0.938889
36    0.969192
37    0.957071
38    0.976768
39    0.983333
40    0.969697
41    0.959596
42    0.977778
43    0.939394
44    0.970202
45    0.963131
46    0.977778
47    0.964141
48    0.960101
49    0.965657

Train Losses:
0     3.287739
1     0.458064
2     0.385805
3     0.318612
4     0.287010
5     0.253550
6     0.256443
7     0.229153
8     0.215058
9     0.204148
10    0.220621
11    0.190482
12    0.206633
13    0.162542
14    0.170305
15    0.169765
16    0.179999
17    0.206497
18    0.171810
19    0.139657
20    0.136444
21    0.144909
22    0.136273
23    0.175162
24    0.147980
25    0.161268
26    0.124057
27    0.124215
28    0.120333
29    0.135551
30    0.102069
31    0.120987
32    0.137515
33    0.117401
34    0.120406
35    0.117710
36    0.107061
37    0.098960
38    0.089731
39    0.113860
40    0.101406
41    0.091041
42    0.090159
43    0.102369
44    0.089037
45    0.080420
46    0.085774
47    0.086980
48    0.103959
49    0.070993

Validation Losses:
0     0.444467
1     0.447849
2     0.433623
3     0.349513
4     0.348093
5     0.306320
6     0.270466
7     0.259611
8     0.173370
9     0.309405
10    0.172342
11    0.353587
12    0.162575
13    0.225564
14    0.126642
15    0.192665
16    0.356877
17    0.222407
18    0.110182
19    0.215116
20    0.110047
21    0.101569
22    0.170246
23    0.213126
24    0.147110
25    0.203976
26    0.096831
27    0.153766
28    0.090278
29    0.138151
30    0.084252
31    0.109700
32    0.116282
33    0.157874
34    0.162738
35    0.157218
36    0.097322
37    0.113173
38    0.066994
39    0.045688
40    0.091165
41    0.104103
42    0.092470
43    0.161218
44    0.080422
45    0.100659
46    0.053838
47    0.098400
48    0.105615
49    0.079673

