Train Accuracies:
0     0.646970
1     0.816667
2     0.837879
3     0.855177
4     0.888510
5     0.905429
6     0.923990
7     0.924621
8     0.928788
9     0.937500
10    0.936490
11    0.932702
12    0.940783
13    0.938889
14    0.942298
15    0.946843
16    0.949621
17    0.947854
18    0.926263
19    0.955556
20    0.950758
21    0.961364
22    0.954293
23    0.957702
24    0.950253
25    0.957955
26    0.964015
27    0.954545
28    0.960985
29    0.959343
30    0.941540
31    0.964520
32    0.968056
33    0.961869
34    0.959217
35    0.963005
36    0.963258
37    0.968561
38    0.968813
39    0.962247
40    0.960354
41    0.976136
42    0.967929
43    0.957323
44    0.969066
45    0.975505
46    0.974369
47    0.973864
48    0.971086
49    0.978030

Validation Accuracies:
0     0.732323
1     0.842929
2     0.870707
3     0.878788
4     0.838889
5     0.865657
6     0.921717
7     0.804040
8     0.921717
9     0.912121
10    0.948990
11    0.912121
12    0.961616
13    0.924747
14    0.971717
15    0.957071
16    0.951010
17    0.933838
18    0.961616
19    0.937374
20    0.952525
21    0.947980
22    0.927778
23    0.958081
24    0.935354
25    0.950505
26    0.941414
27    0.956566
28    0.959596
29    0.958081
30    0.930808
31    0.971717
32    0.974747
33    0.961616
34    0.953535
35    0.960606
36    0.895455
37    0.942929
38    0.955051
39    0.969697
40    0.959596
41    0.979293
42    0.835859
43    0.982323
44    0.971212
45    0.973232
46    0.979798
47    0.956061
48    0.953030
49    0.961111

Train Losses:
0     3.443597
1     0.450706
2     0.409676
3     0.391083
4     0.305805
5     0.247485
6     0.210868
7     0.208310
8     0.199016
9     0.183789
10    0.186267
11    0.188488
12    0.162586
13    0.170215
14    0.168596
15    0.148884
16    0.145521
17    0.149308
18    0.231036
19    0.137330
20    0.148045
21    0.114448
22    0.140979
23    0.131589
24    0.155915
25    0.126431
26    0.104414
27    0.130087
28    0.122876
29    0.121785
30    0.177965
31    0.109418
32    0.093728
33    0.118532
34    0.107649
35    0.118277
36    0.112174
37    0.107873
38    0.092904
39    0.113885
40    0.111406
41    0.074143
42    0.092410
43    0.125185
44    0.100163
45    0.070651
46    0.072463
47    0.075750
48    0.082389
49    0.063562

Validation Losses:
0     0.760332
1     0.424270
2     0.352071
3     0.298072
4     0.433175
5     0.346190
6     0.203275
7     0.510626
8     0.204321
9     0.260250
10    0.136928
11    0.215546
12    0.107358
13    0.223762
14    0.078691
15    0.145438
16    0.147563
17    0.192549
18    0.105233
19    0.162801
20    0.129397
21    0.149398
22    0.179587
23    0.131476
24    0.180432
25    0.129027
26    0.188781
27    0.124090
28    0.111261
29    0.118070
30    0.182846
31    0.094010
32    0.069613
33    0.139029
34    0.120863
35    0.115094
36    0.513671
37    0.168254
38    0.128927
39    0.089352
40    0.131908
41    0.060621
42    0.401839
43    0.054671
44    0.066010
45    0.085977
46    0.064721
47    0.142851
48    0.145957
49    0.193013

