Train Accuracies:
0     0.689773
1     0.814394
2     0.854672
3     0.866162
4     0.891035
5     0.898359
6     0.909091
7     0.905303
8     0.923485
9     0.911237
10    0.939394
11    0.934848
12    0.937247
13    0.933081
14    0.939268
15    0.950505
16    0.941288
17    0.941540
18    0.951641
19    0.940909
20    0.947475
21    0.944697
22    0.942424
23    0.956944
24    0.951389
25    0.947222
26    0.961237
27    0.955303
28    0.953914
29    0.953030
30    0.956818
31    0.958965
32    0.968056
33    0.970076
34    0.959596
35    0.955556
36    0.961364
37    0.956566
38    0.964773
39    0.963510
40    0.964015
41    0.963510
42    0.965657
43    0.973232
44    0.966919
45    0.973232
46    0.968561
47    0.969823
48    0.958081
49    0.974369

Validation Accuracies:
0     0.745455
1     0.862121
2     0.853535
3     0.924242
4     0.927273
5     0.876768
6     0.876263
7     0.910606
8     0.906061
9     0.896465
10    0.921717
11    0.944444
12    0.926768
13    0.856061
14    0.930303
15    0.920202
16    0.885859
17    0.958586
18    0.960101
19    0.887879
20    0.948990
21    0.954545
22    0.938889
23    0.975253
24    0.932323
25    0.955556
26    0.940404
27    0.942929
28    0.970202
29    0.961111
30    0.970707
31    0.972727
32    0.967677
33    0.940909
34    0.855556
35    0.965657
36    0.968182
37    0.966667
38    0.946970
39    0.958586
40    0.982323
41    0.975758
42    0.971717
43    0.950505
44    0.975758
45    0.958586
46    0.951515
47    0.876263
48    0.962626
49    0.962626

Train Losses:
0     4.063448
1     0.476534
2     0.365733
3     0.349833
4     0.292993
5     0.278540
6     0.250617
7     0.248478
8     0.212322
9     0.241710
10    0.173552
11    0.181252
12    0.184578
13    0.191835
14    0.173211
15    0.152986
16    0.169042
17    0.176186
18    0.141587
19    0.173271
20    0.147125
21    0.156068
22    0.167162
23    0.128980
24    0.139222
25    0.151338
26    0.115116
27    0.128905
28    0.129251
29    0.147030
30    0.130575
31    0.126822
32    0.097317
33    0.088955
34    0.124355
35    0.138367
36    0.125923
37    0.140680
38    0.103270
39    0.112957
40    0.108771
41    0.119237
42    0.099455
43    0.079276
44    0.103244
45    0.082444
46    0.087461
47    0.089887
48    0.135216
49    0.076336

Validation Losses:
0     0.631136
1     0.361490
2     0.391896
3     0.223675
4     0.200092
5     0.420343
6     0.323557
7     0.244254
8     0.247605
9     0.285984
10    0.246981
11    0.155557
12    0.212392
13    0.357198
14    0.186485
15    0.207542
16    0.283704
17    0.115756
18    0.128773
19    0.288055
20    0.150254
21    0.141892
22    0.184991
23    0.079885
24    0.243078
25    0.128212
26    0.172002
27    0.164338
28    0.090568
29    0.128503
30    0.086585
31    0.086799
32    0.090070
33    0.187886
34    0.483264
35    0.081731
36    0.089524
37    0.105155
38    0.170649
39    0.121345
40    0.057841
41    0.083154
42    0.067972
43    0.137970
44    0.074526
45    0.109023
46    0.141797
47    0.285681
48    0.108380
49    0.105054

